County,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate
Putnam,0,0.0,2,-9.4,stable,0.4275
Scotland,0,0.0,1,-6.9,stable,0.4274
Dakota,0,0.0,0,-6.8,stable,0.4274
Montcalm,0,0.0,2,-2.5,stable,0.4274
Mahaska,0,0.0,0,0.0,stable,0.42719999999999997
Major,0,0.0,0,0.6,stable,0.42719999999999997
Gallatin,1,38.29,2,1.8,stable,0.42719999999999997
Contra Costa,2,88.49000000000001,15,-2.7,falling,0.42700000000000005
Randall,0,0.0,0,-2.0,stable,0.42700000000000005
Echols,0,0.0,0,-1.2,stable,0.42689999999999995
Gratiot,3,81.83,1,1.5,stable,0.4268
Hutchinson,0,0.0,0,-3.8,stable,0.4268
Northampton,0,0.0,0,-3.8,stable,0.4266
Chilton,0,0.0,2,-4.3,stable,0.4266
Campbell,0,0.0,2,4.0,stable,0.4266
Bonneville,0,0.0,0,-0.1,stable,0.4265
Fayette,1,37.65,0,-4.1,stable,0.4265
Orange,3,133.91,4,-3.4,falling,0.4262
Lyon,0,0.0,1,-0.2,stable,0.4262
Cedar,0,0.0,0,1.8,stable,0.4262
Lafayette,0,0.0,0,2.7,stable,0.426
Duplin,0,0.0,1,-1.8,stable,0.426
Walsh,0,0.0,1,-1.6,stable,0.426
Luce,0,0.0,1,6.5,stable,0.42590000000000006
Hoke,0,0.0,0,-7.0,stable,0.42590000000000006
Transylvania,0,0.0,0,-0.9,stable,0.42580000000000007
Kosciusko,1,34.1,0,-1.9,stable,0.42580000000000007
Franklin,0,0.0,1,8.1,stable,0.42580000000000007
Tom Green,0,0.0,0,0.2,stable,0.42560000000000003
McDonald,0,0.0,0,3.8,stable,0.4255
Perry,0,0.0,0,1.4,stable,0.4255
Warren,1,35.39,1,3.8,stable,0.4254
Huntington,0,0.0,0,1.2,stable,0.4253
Ste. Genevieve,0,0.0,0,-1.8,stable,0.4252000000000001
Honolulu,3,170.82,7,-0.1,stable,0.4251
Desha,0,0.0,1,2.1,stable,0.4251
Lincoln,0,0.0,1,-2.7,stable,0.42500000000000004
Morgan,0,0.0,0,0.0,stable,0.4249
Sioux,1,31.45,0,-0.4,stable,0.4249
Wells,0,0.0,0,2.6,rising,0.4248
Andrew,0,0.0,0,-4.5,stable,0.42469999999999997
Scurry,0,0.0,1,-8.4,falling,0.4246000000000001
Fayette,0,0.0,1,0.2,stable,0.4246000000000001
Newton,0,0.0,3,-2.1,stable,0.4246000000000001
Albemarle,1,53.17,0,-0.8,stable,0.42450000000000004
Bastrop,0,0.0,2,-0.7,stable,0.42440000000000005
Hood,0,0.0,3,0.5,stable,0.42440000000000005
Emanuel,0,0.0,0,-0.1,stable,0.4243
Baker,0,0.0,0,0.9,stable,0.424
Lavaca,0,0.0,0,-3.2,stable,0.42389999999999994
Delta,0,0.0,3,3.1,stable,0.42379999999999995
Wilkes,0,0.0,0,-3.6,stable,0.42379999999999995
Los Alamos,0,0.0,0,-1.0,falling,0.42379999999999995
Clarke,0,0.0,0,-0.7,stable,0.42369999999999997
Lauderdale,0,0.0,0,1.8,stable,0.42369999999999997
Wasco,1,37.93,0,-4.6,stable,0.42369999999999997
Cherokee,0,0.0,0,-8.4,stable,0.42360000000000003
Newberry,0,0.0,1,1.4,stable,0.4235
Robeson,0,0.0,4,2.1,stable,0.42329999999999995
Lucas,0,0.0,0,-1.7,falling,0.42329999999999995
Palo Pinto,0,0.0,1,-0.6,stable,0.42329999999999995
Carroll,0,0.0,0,5.0,stable,0.42310000000000003
Colorado,0,0.0,1,0.5,stable,0.42310000000000003
Union,0,0.0,1,3.1,stable,0.42299999999999993
Jackson,0,0.0,3,-2.3,stable,0.42299999999999993
Payne,1,29.34,4,-5.0,stable,0.4228
Pittsburg,0,0.0,1,1.3,stable,0.4228
York,3,146.46,0,0.4,stable,0.4226000000000001
Morrill,0,0.0,0,1.4,stable,0.4225
Haskell,0,0.0,0,5.2,stable,0.4225
Tippecanoe,1,42.24,4,0.0,stable,0.42240000000000005
Leon,0,0.0,1,-1.3,falling,0.42240000000000005
Coke,0,0.0,1,5.1,stable,0.42229999999999995
Adams,0,0.0,1,0.3,stable,0.4222
Giles,0,0.0,1,2.2,stable,0.4222
Wahkiakum,0,0.0,2,1.1,stable,0.4222
Miller,0,0.0,0,-7.7,stable,0.4221
Day,0,0.0,0,4.4,stable,0.42200000000000004
Harrison,0,0.0,0,1.1,stable,0.42180000000000006
Blaine,0,0.0,0,-0.5,stable,0.42180000000000006
Union,0,0.0,0,1.2,stable,0.42180000000000006
Stephens,0,0.0,0,10.8,rising,0.4217
Guadalupe,0,0.0,4,-2.8,stable,0.4217
Lake,0,0.0,0,1.4,stable,0.4217
Stephenson,0,0.0,1,-1.3,falling,0.4217
Shenandoah,0,0.0,0,3.7,stable,0.4215
Howard,0,0.0,0,-2.0,stable,0.4215
Washington,0,0.0,1,-1.5,stable,0.4215
Powder River,0,0.0,0,-7.7,stable,0.4215
Grady,0,0.0,0,-1.3,stable,0.4214
Clay,0,0.0,0,2.3,stable,0.4214
Chase,0,0.0,0,-2.4,stable,0.42130000000000006
Carbon,0,0.0,1,-0.2,stable,0.42130000000000006
Runnels,0,0.0,0,2.3,stable,0.42130000000000006
Summit,0,0.0,0,0.6,stable,0.42130000000000006
Carbon,0,0.0,0,-5.1,stable,0.42119999999999996
Green,0,0.0,1,-0.7,stable,0.42110000000000003
Newton,0,0.0,2,-1.4,stable,0.42110000000000003
Fulton,0,0.0,0,2.2,stable,0.42110000000000003
Fayette,0,0.0,1,-3.6,stable,0.4209
Charlottesville City,0,0.0,0,-0.5,stable,0.42069999999999996
Queens,1,50.0,10,-1.5,falling,0.42060000000000003
Benewah,0,0.0,1,-1.8,stable,0.42049999999999993
Calhoun,0,0.0,0,5.3,stable,0.42049999999999993
Phillips,0,0.0,0,4.9,stable,0.42049999999999993
Ogemaw,0,0.0,0,3.9,stable,0.42049999999999993
Perquimans,0,0.0,0,3.1,stable,0.42039999999999994
St Joseph,3,128.85,1,-2.8,stable,0.42039999999999994
Botetourt,0,0.0,0,-2.3,stable,0.42039999999999994
Teton,0,0.0,0,0.2,stable,0.42039999999999994
Deschutes,0,0.0,0,-5.2,stable,0.4203
Shelby,1,30.2,1,-3.8,stable,0.4201
Dewey,0,0.0,1,-6.9,stable,0.4201
Buckingham,1,40.7,0,-2.4,stable,0.42
Tyler,0,0.0,0,0.7,stable,0.41990000000000005
Franklin,0,0.0,1,19.9,rising,0.4197
Appanoose,0,0.0,0,0.1,stable,0.4197
Dallas,3,150.0,5,-0.7,stable,0.4197
Spokane,9,344.49,3,-5.1,stable,0.41960000000000003
Pueblo,1,50.0,4,-0.1,stable,0.41960000000000003
Crosby,0,0.0,0,-3.7,stable,0.4195
Stark,0,0.0,0,-6.2,stable,0.4194
San Patricio,1,50.0,3,-1.8,stable,0.41930000000000006
Beaverhead,0,0.0,0,-3.3,stable,0.41930000000000006
Amherst,0,0.0,0,1.0,stable,0.41930000000000006
De Baca,0,0.0,0,0.2,stable,0.41930000000000006
Kodiak Island,0,0.0,3,-3.9,stable,0.4192
Charlton,0,0.0,0,0.6,stable,0.4192
Brown,0,0.0,0,1.0,stable,0.4190999999999999
Custer,0,0.0,0,-4.0,falling,0.4190999999999999
Cuming,0,0.0,2,2.3,stable,0.4190999999999999
Morgan,0,0.0,0,-2.6,stable,0.4190999999999999
Carter,0,0.0,0,-3.6,stable,0.4190999999999999
Monroe,0,0.0,2,-0.9,stable,0.41900000000000004
Franklin,0,0.0,0,1.3,stable,0.4189
Orange,0,0.0,2,3.0,stable,0.4189
Washoe,0,0.0,4,-0.1,stable,0.4188
Switzerland,0,0.0,1,-5.3,stable,0.41869999999999996
Trinity,0,0.0,0,-1.3,stable,0.41869999999999996
Denver,3,132.04,0,-1.9,falling,0.4186
Marshall,0,0.0,2,-8.0,falling,0.41850000000000004
Madison,0,0.0,0,1.7,stable,0.41839999999999994
Park,0,0.0,1,1.0,stable,0.4183
Carroll,0,0.0,0,1.9,stable,0.4182
Coleman,0,0.0,0,-5.9,stable,0.4182
Kalamazoo,4,148.8,3,-1.4,stable,0.41809999999999997
Pennington,0,0.0,2,1.8,stable,0.41809999999999997
Beaufort,3,155.6,1,-3.4,falling,0.418
Red River,0,0.0,0,-2.6,stable,0.4177
Montgomery,0,0.0,1,3.2,stable,0.4177
McLennan,0,0.0,1,0.5,stable,0.4176
Lafayette,0,0.0,0,10.3,rising,0.4176
Young,0,0.0,1,-1.2,stable,0.41740000000000005
Bladen,0,0.0,1,0.0,stable,0.41740000000000005
Terrell,0,0.0,0,-20.6,stable,0.41740000000000005
Gilliam,0,0.0,1,7.4,stable,0.41730000000000006
Umatilla,0,0.0,2,-2.3,stable,0.41730000000000006
Marquette,0,0.0,4,-1.9,stable,0.4172
Hettinger,0,0.0,0,-7.4,stable,0.4172
Teton,0,0.0,0,-5.2,stable,0.4172
Emery,0,0.0,2,-0.1,stable,0.4171
Greene,3,128.53,3,-0.7,stable,0.4171
Lake and Peninsula,0,0.0,0,-12.0,stable,0.41700000000000004
Otero,0,0.0,0,0.1,stable,0.41700000000000004
Sanilac,0,0.0,2,4.6,stable,0.4169
Lincoln,0,0.0,0,0.7,stable,0.4168
Goliad,0,0.0,1,0.7,stable,0.4168
Appling,0,0.0,1,-0.6,stable,0.4168
Callahan,0,0.0,0,-1.3,stable,0.41670000000000007
Lauderdale,0,0.0,2,0.4,stable,0.41670000000000007
Lamar,0,0.0,1,1.9,stable,0.41670000000000007
Taylor,0,0.0,0,5.8,rising,0.41670000000000007
Winkler,1,50.0,0,6.6,stable,0.4164999999999999
Stanislaus,3,124.85,7,-1.7,falling,0.4164999999999999
Washtenaw,0,0.0,3,-1.0,stable,0.4164
Wise,0,0.0,3,0.2,stable,0.41600000000000004
Wagoner,0,0.0,1,-1.6,stable,0.4158
Lee,0,0.0,3,-1.6,stable,0.4158
Christian,0,0.0,1,2.0,stable,0.4157
San Diego,1,33.79,36,-1.7,falling,0.4157
Natrona,0,0.0,0,-1.3,falling,0.4154
De Kalb,0,0.0,0,-2.4,stable,0.4154
Martin,0,0.0,0,-8.6,stable,0.4154
Ventura,2,104.32,9,-1.8,falling,0.41529999999999995
Camden,0,0.0,0,2.9,stable,0.41529999999999995
Hill,0,0.0,0,-3.4,stable,0.4152
Kimball,0,0.0,1,4.5,stable,0.4152
Jeff Davis,0,0.0,0,-1.4,falling,0.4152
Calhoun,0,0.0,0,-6.5,stable,0.4151
San Mateo,0,0.0,5,-2.1,falling,0.415
San Augustine,0,0.0,0,3.5,stable,0.4149
Fergus,0,0.0,0,5.6,stable,0.4149
Cooke,0,0.0,0,-1.6,stable,0.4149
Taylor,1,34.24,0,1.7,stable,0.4148
Smith,0,0.0,1,9.8,stable,0.4148
Pickett,0,0.0,0,-6.7,stable,0.41469999999999996
De Kalb,0,0.0,0,-4.8,stable,0.4146
Lubbock,0,0.0,6,-1.5,falling,0.41450000000000004
Brown,0,0.0,0,-8.1,stable,0.41450000000000004
Hooker,0,0.0,0,-26.0,stable,0.41450000000000004
Craig,0,0.0,0,12.6,stable,0.4144
Mecosta,0,0.0,0,4.2,stable,0.4144
Boise,0,0.0,0,-0.1,stable,0.4143
Louisa,0,0.0,0,-0.2,stable,0.4141000000000001
Montgomery,0,0.0,0,-0.6,stable,0.414
McIntosh,0,0.0,0,2.3,stable,0.414
Ellis,0,0.0,0,5.1,stable,0.414
Franklin,0,0.0,4,-1.3,stable,0.414
Miami-Dade,6,251.38000000000002,5,-1.3,stable,0.414
Scott,0,0.0,0,-2.9,stable,0.41390000000000005
Monroe,1,46.44,1,8.7,stable,0.4138
Parke,0,0.0,0,2.9,stable,0.4137
Bland,0,0.0,0,-1.5,stable,0.4137
Addison,0,0.0,2,0.0,stable,0.4137
Deaf Smith,0,0.0,0,-2.1,stable,0.41359999999999997
Texas,0,0.0,0,-4.8,stable,0.41359999999999997
Reynolds,0,0.0,0,-1.0,stable,0.41359999999999997
Shannon,0,0.0,0,-0.4,stable,0.41340000000000005
San Joaquin,3,154.26,15,-1.2,falling,0.4132
Eastland,0,0.0,0,1.0,stable,0.4131
Brazoria,1,50.0,8,-1.6,stable,0.4131
Bowie,3,103.35,0,-3.4,falling,0.4129
Lincoln,0,0.0,0,1.9,stable,0.41279999999999994
Henderson,0,0.0,0,0.3,stable,0.41279999999999994
Barnwell,1,68.26,0,3.2,stable,0.41279999999999994
Washington,2,93.13,0,-5.6,stable,0.41279999999999994
Hampton,0,0.0,0,-1.4,stable,0.41259999999999997
Bledsoe,0,0.0,0,-5.4,stable,0.41250000000000003
Fauquier,0,0.0,2,2.4,stable,0.41250000000000003
Meade,1,33.62,0,-0.5,stable,0.41250000000000003
Jerome,0,0.0,1,-1.4,stable,0.41250000000000003
Madison,0,0.0,0,2.9,stable,0.4124
Conway,0,0.0,0,1.2,stable,0.4124
Wayne,0,0.0,2,-11.3,stable,0.4123
Williamson,0,0.0,1,1.4,stable,0.4123
Bayfield,0,0.0,0,3.7,stable,0.41219999999999996
Dickinson,0,0.0,1,1.7,stable,0.41219999999999996
Whitley,1,42.33,0,-2.1,stable,0.41219999999999996
Bulloch,0,0.0,0,-0.6,stable,0.41200000000000003
Coffee,0,0.0,0,-1.1,stable,0.41200000000000003
Hamilton,0,0.0,0,3.0,stable,0.41200000000000003
Garfield,0,0.0,1,-0.3,stable,0.41189999999999993
Tattnall,0,0.0,0,-1.4,falling,0.41189999999999993
Del Norte,0,0.0,0,-1.3,stable,0.4118
Shelby,0,0.0,2,4.1,stable,0.41159999999999997
Modoc,0,0.0,0,-0.9,stable,0.41159999999999997
Jerauld,0,0.0,0,-5.2,stable,0.4115
Burleson,0,0.0,0,5.4,stable,0.4115
Menominee,0,0.0,0,1.9,stable,0.4115
Powhatan,0,0.0,0,-3.3,stable,0.4115
Pulaski,0,0.0,2,1.7,stable,0.41140000000000004
Salt Lake,4,192.24,10,-0.8,falling,0.41140000000000004
Noble,0,0.0,0,-1.3,stable,0.41140000000000004
Davis,3,149.94,3,0.2,stable,0.41119999999999995
Florence,0,0.0,0,-4.2,stable,0.4111
Campbell,0,0.0,0,-2.6,stable,0.4111
Allamakee,0,0.0,1,-0.2,stable,0.4111
Mackinac,0,0.0,1,-8.3,falling,0.4111
Aiken,1,47.7,4,-1.3,stable,0.411
Colfax,0,0.0,0,-3.2,stable,0.411
Benson,0,0.0,0,6.0,stable,0.411
Maui,0,0.0,5,0.0,stable,0.41090000000000004
Iosco,1,37.29,0,2.4,stable,0.41090000000000004
Plumas,0,0.0,2,-1.0,stable,0.41090000000000004
Mesa,0,0.0,1,1.4,stable,0.41080000000000005
Whitfield,0,0.0,1,-1.5,falling,0.4106
Henry,0,0.0,0,4.2,stable,0.4106
Jefferson,2,107.25,3,-1.6,stable,0.4106
Union,0,0.0,0,-4.9,stable,0.41050000000000003
Gentry,0,0.0,2,-2.3,stable,0.41050000000000003
Benton,0,0.0,1,-1.7,stable,0.41050000000000003
Jefferson,1,38.05,0,0.0,stable,0.4104
Klickitat,0,0.0,2,0.4,stable,0.4104
Hampshire,0,0.0,3,-1.7,falling,0.41020000000000006
Norton City,0,0.0,0,-13.5,falling,0.4101
Sandoval,0,0.0,1,-0.6,falling,0.4098
Atoka,0,0.0,0,-8.4,stable,0.4097
Ravalli,0,0.0,0,-2.7,stable,0.40950000000000003
Liberty,1,29.94,0,-0.7,stable,0.40940000000000004
Missoula,1,43.78,0,1.1,stable,0.40940000000000004
Ector,3,135.45,3,1.3,stable,0.40930000000000005
Richland,0,0.0,1,-3.5,stable,0.4092
Buffalo,0,0.0,1,1.7,stable,0.4091
Rockwall,0,0.0,0,0.7,stable,0.409
San Jacinto,0,0.0,1,-5.5,stable,0.409
Butler,0,0.0,0,1.6,stable,0.409
Mercer,0,0.0,0,-2.7,stable,0.4089
Elliott,0,0.0,0,-0.8,stable,0.4089
Dawes,0,0.0,0,4.1,stable,0.40880000000000005
Winchester City,0,0.0,1,2.3,stable,0.40870000000000006
Burnet,1,50.0,1,-3.0,falling,0.40870000000000006
Dade,0,0.0,0,-1.3,stable,0.4083
Douglas,1,50.0,4,-3.6,stable,0.4083
Garrett,0,0.0,1,2.1,stable,0.40819999999999995
Teller,0,0.0,0,-5.2,stable,0.4081
Miami,0,0.0,1,2.0,stable,0.4079999999999999
Adair,0,0.0,0,4.1,stable,0.4079999999999999
Morris,0,0.0,2,-0.1,stable,0.4078
Chippewa,1,30.16,1,3.3,stable,0.4078
Van Buren,0,0.0,0,-10.8,stable,0.4076000000000001
Ramsey,0,0.0,0,2.7,stable,0.40740000000000004
Ontonagon,0,0.0,1,-5.8,stable,0.40729999999999994
Ohio,0,0.0,1,-9.8,stable,0.40729999999999994
Pierce,0,0.0,0,15.1,stable,0.4072
Oceana,0,0.0,1,4.8,stable,0.4071
Custer,0,0.0,0,-0.8,stable,0.4071
La Moure,0,0.0,0,-3.9,stable,0.4069
Clay,0,0.0,0,-4.6,stable,0.4069
Jackson,0,0.0,0,-4.4,stable,0.4067
Yolo,1,35.04,2,-0.9,falling,0.4064
Fremont,0,0.0,2,-4.0,stable,0.40619999999999995
Prince Georges,0,0.0,0,-0.8,stable,0.4061
Adams,2,93.28,3,-0.9,stable,0.406
San Francisco,1,48.77,5,-1.1,falling,0.406
Newton,3,150.0,0,-5.0,stable,0.40590000000000004
Franklin,0,0.0,0,-3.1,stable,0.4057
Arapahoe,1,48.36,2,-2.7,falling,0.4057
Sheridan,0,0.0,0,-2.6,stable,0.40560000000000007
Chaffee,0,0.0,0,-0.5,stable,0.40560000000000007
Moffat,0,0.0,1,-6.6,stable,0.40549999999999997
Denton,0,0.0,4,-2.8,falling,0.40549999999999997
Oscoda,0,0.0,0,2.8,stable,0.40540000000000004
Radford City,0,0.0,0,4.1,stable,0.4053
Sequoyah,0,0.0,0,7.8,stable,0.4053
Kenai Peninsula,0,0.0,9,2.1,stable,0.4053
Taney,0,0.0,0,-2.3,stable,0.4052
Collin,0,0.0,1,-1.5,stable,0.4052
Jefferson,0,0.0,0,-0.2,stable,0.4051
Lincoln,0,0.0,1,-0.4,stable,0.4051
Foard,0,0.0,0,5.5,stable,0.40490000000000004
San Bernardino,5,196.77,20,-3.2,falling,0.40490000000000004
Harlan,0,0.0,0,-4.4,stable,0.40479999999999994
Armstrong,0,0.0,0,-18.3,stable,0.4046
Tuolumne,0,0.0,2,-12.7,falling,0.40449999999999997
Leon,0,0.0,1,-2.0,stable,0.40449999999999997
Calaveras,0,0.0,1,-0.8,stable,0.40449999999999997
Columbia,0,0.0,0,-3.6,stable,0.40449999999999997
Hickman,0,0.0,0,-0.3,stable,0.40449999999999997
Delaware,0,0.0,0,-1.6,stable,0.40420000000000006
Ottawa,1,39.66,13,-0.9,stable,0.40420000000000006
Riverside,3,82.44,14,-1.0,falling,0.40409999999999996
Orange,2,79.2,20,-0.9,falling,0.40409999999999996
Dillingham,0,0.0,6,-6.7,stable,0.40409999999999996
Garza,0,0.0,0,-12.5,stable,0.404
Lake,0,0.0,0,3.4,stable,0.404
Weston,0,0.0,0,3.0,stable,0.4039
Douglas,0,0.0,0,0.4,stable,0.4039
Scotts Bluff,0,0.0,1,7.3,stable,0.4039
Nevada,1,33.66,0,-1.9,falling,0.4038
Clear Creek,1,51.39,0,4.3,stable,0.4037
Howard,0,0.0,1,-3.4,stable,0.4037
Schley,0,0.0,0,-0.8,stable,0.40360000000000007
Frederick,0,0.0,1,-0.9,stable,0.4035
Dawson,0,0.0,1,2.8,stable,0.4033999999999999
Lee,0,0.0,2,0.0,stable,0.4032
Bates,0,0.0,1,-2.2,stable,0.4032
Bingham,1,51.91,1,0.5,stable,0.4032
Washington,0,0.0,6,0.0,stable,0.4032
Aleutians West,1,51.37,4,-0.7,stable,0.4031
Winneshiek,0,0.0,0,0.0,stable,0.40299999999999997
Polk,0,0.0,1,0.1,stable,0.4029
Portage,0,0.0,1,-4.7,stable,0.4029
Roberts,0,0.0,1,1.0,stable,0.4029
Custer,0,0.0,2,-2.4,stable,0.40280000000000005
Floyd,0,0.0,0,1.3,stable,0.4027
Lancaster,0,0.0,0,1.1,stable,0.40249999999999997
Antelope,0,0.0,0,-0.2,stable,0.40249999999999997
Toole,0,0.0,0,-16.5,stable,0.4024
Treutlen,0,0.0,0,0.5,stable,0.4024
Williams,0,0.0,6,1.4,stable,0.40230000000000005
Jackson,0,0.0,0,-2.2,stable,0.40230000000000005
San Juan,0,0.0,0,-1.3,falling,0.40220000000000006
Dunn,0,0.0,0,-2.5,stable,0.402
Idaho,0,0.0,0,-0.3,stable,0.4019
Walker,1,30.78,0,-1.6,falling,0.40149999999999997
Midland,2,100.0,0,-5.5,falling,0.40149999999999997
Alcona,0,0.0,1,-0.8,stable,0.4012
Luna,0,0.0,1,0.2,stable,0.40109999999999996
Columbia,0,0.0,0,-1.0,falling,0.40109999999999996
Cheyenne,0,0.0,0,-8.8,stable,0.40109999999999996
St Joseph,1,42.24,1,1.0,stable,0.40090000000000003
Calhoun,3,114.07000000000001,3,3.0,stable,0.40090000000000003
Greene,0,0.0,0,-1.5,stable,0.40079999999999993
Bosque,0,0.0,1,2.5,stable,0.40079999999999993
Galveston,3,100.0,3,-3.2,falling,0.4007
Manassas City,0,0.0,7,2.2,stable,0.4007
Graham,0,0.0,0,-3.0,stable,0.4006
Moniteau,0,0.0,0,-3.4,stable,0.4004
Tillamook,0,0.0,1,-3.3,stable,0.4004
Harris,14,664.7299999999999,28,-3.6,falling,0.4001
Jefferson,1,50.0,9,-1.5,falling,0.3999
Moore,0,0.0,0,-0.6,stable,0.3998
Hale,0,0.0,1,-3.4,stable,0.39969999999999994
San Benito,1,31.66,0,-0.7,stable,0.39960000000000007
Larimer,0,0.0,1,0.4,stable,0.3995
Edgefield,0,0.0,0,1.2,stable,0.3995
Livingston,2,62.81,1,-3.6,stable,0.3995
Waushara,0,0.0,0,1.3,stable,0.39940000000000003
Coal,0,0.0,0,-5.0,falling,0.3993
Graham,0,0.0,0,1.9,stable,0.3992
Atchison,0,0.0,1,-6.1,stable,0.3992
Hertford,0,0.0,0,-5.2,stable,0.3992
Greene,0,0.0,0,7.1,stable,0.39899999999999997
Red Willow,0,0.0,1,1.1,stable,0.39880000000000004
Texas,0,0.0,0,-0.6,stable,0.39880000000000004
Buffalo,0,0.0,0,8.1,stable,0.3986
Owyhee,0,0.0,0,-2.3,falling,0.39840000000000003
Panola,0,0.0,0,0.6,stable,0.39840000000000003
Irion,0,0.0,0,19.9,stable,0.39770000000000005
Yavapai,1,52.69,0,0.4,stable,0.39759999999999995
Green Lake,0,0.0,0,-1.5,stable,0.39759999999999995
Grand,0,0.0,0,-0.4,stable,0.3975
Walton,0,0.0,0,-0.1,stable,0.3975
Kern,2,86.97999999999999,43,-1.0,falling,0.39690000000000003
Gogebic,0,0.0,0,-0.6,stable,0.39690000000000003
Jackson,0,0.0,0,-3.8,stable,0.39680000000000004
Kemper,0,0.0,2,2.4,stable,0.3966
Churchill,1,39.07,0,-3.6,stable,0.3966
Knox,0,0.0,0,5.0,stable,0.3966
Choctaw,0,0.0,3,2.0,stable,0.39630000000000004
Bailey,0,0.0,1,-5.5,stable,0.39630000000000004
Somervell,0,0.0,1,0.0,stable,0.39619999999999994
Montgomery,2,85.28999999999999,2,-4.0,falling,0.3961
Chouteau,0,0.0,0,-4.9,stable,0.396
Fresno,5,224.35000000000002,17,-1.7,falling,0.396
Madera,0,0.0,2,-0.7,stable,0.3959000000000001
George,0,0.0,1,-1.7,stable,0.3959000000000001
Kent,0,0.0,0,-5.7,stable,0.3958
Erath,0,0.0,0,3.0,stable,0.3958
Todd,0,0.0,0,0.3,stable,0.3958
Mineral,0,0.0,0,-6.3,stable,0.3954999999999999
Haskell,0,0.0,0,2.5,stable,0.3954999999999999
De Kalb,0,0.0,0,0.3,stable,0.3954999999999999
Sioux,0,0.0,0,-0.8,stable,0.3953
Fremont,0,0.0,0,-0.7,stable,0.39520000000000005
Newaygo,0,0.0,1,-1.5,stable,0.39520000000000005
Steele,0,0.0,0,10.6,stable,0.39510000000000006
Maricopa,5,209.7,18,-1.1,stable,0.395
Wright,0,0.0,1,-0.7,stable,0.395
Eddy,0,0.0,0,-5.5,stable,0.3948999999999999
Minidoka,0,0.0,0,-1.0,falling,0.3945000000000001
Hardy,0,0.0,0,-0.6,stable,0.3945000000000001
Ward,0,0.0,1,6.6,stable,0.3944
Douglas,0,0.0,0,-1.1,stable,0.3942
Monterey,2,80.17,7,-0.8,falling,0.394
Johnston,0,0.0,0,-3.1,stable,0.39380000000000004
Sierra,0,0.0,0,-0.4,stable,0.39370000000000005
Shelby,0,0.0,0,-0.2,stable,0.39370000000000005
El Paso,0,0.0,4,-0.6,stable,0.3936
Greene,0,0.0,0,1.7,stable,0.3935
Latimer,0,0.0,0,8.6,stable,0.3933
Polk,0,0.0,0,-3.3,stable,0.3932
Greeley,0,0.0,1,-9.4,stable,0.3932
Griggs,0,0.0,0,3.5,stable,0.3932
Weber,1,45.1,0,-1.8,stable,0.39299999999999996
Sutter,0,0.0,6,-0.8,falling,0.3929
Jones,0,0.0,0,3.8,stable,0.3929
Uintah,0,0.0,1,0.1,stable,0.3928
Alameda,4,173.82,12,-1.8,falling,0.3928
Andrews,0,0.0,0,-10.6,stable,0.3926
Valencia,0,0.0,2,-0.7,falling,0.39249999999999996
McIntosh,0,0.0,0,-2.0,falling,0.39249999999999996
Monroe,0,0.0,2,4.4,stable,0.3922999999999999
Fairbanks North Star,2,90.53999999999999,7,-0.8,stable,0.39189999999999997
Deuel,0,0.0,1,-1.0,stable,0.39189999999999997
Hood River,0,0.0,0,0.3,stable,0.39180000000000004
Dickenson,0,0.0,0,-1.7,stable,0.39180000000000004
Ouray,0,0.0,0,-3.7,stable,0.39170000000000005
Dodge,0,0.0,0,-1.0,stable,0.39159999999999995
Hudson,4,152.16,10,-1.3,falling,0.39159999999999995
Merced,1,37.93,1,-1.1,falling,0.3915
Lincoln,0,0.0,0,1.8,stable,0.39139999999999997
Imperial,0,0.0,6,-0.5,stable,0.3912
Austin,0,0.0,0,-0.7,stable,0.3912
Howard,0,0.0,1,-4.0,falling,0.39109999999999995
Holt,0,0.0,0,9.7,stable,0.391
Steuben,0,0.0,0,-3.9,stable,0.3909
Hemphill,0,0.0,0,-10.0,stable,0.3908
Colusa,0,0.0,2,0.6,stable,0.3907
Forest,0,0.0,0,0.8,stable,0.3907
Dona Ana,1,50.0,5,0.4,stable,0.3907
Titus,0,0.0,1,-4.0,stable,0.3906
Marshall,0,0.0,0,-5.2,stable,0.39049999999999996
Santa Clara,22,752.9200000000001,31,-1.9,falling,0.39039999999999997
Woodward,0,0.0,1,1.7,stable,0.3903
Pittsylvania,1,30.16,0,3.1,stable,0.3901
Weld,0,0.0,7,-1.1,stable,0.3901
Bernalillo,3,100.0,4,-0.8,falling,0.38999999999999996
Briscoe,0,0.0,0,9.8,stable,0.3899
St Francis,0,0.0,0,2.2,stable,0.3897
Fayette,0,0.0,1,-0.7,stable,0.3896
Benton,1,31.07,1,-7.5,falling,0.38950000000000007
Millard,0,0.0,1,0.5,stable,0.38950000000000007
Jefferson,0,0.0,0,-1.3,stable,0.3893
Comanche,0,0.0,0,1.8,stable,0.38899999999999996
Floyd,0,0.0,0,0.8,stable,0.38899999999999996
Caldwell,0,0.0,0,-1.5,stable,0.3889
Grayson,0,0.0,0,-0.4,stable,0.3889
Castro,0,0.0,0,-8.6,stable,0.3889
De Soto,0,0.0,0,-2.3,stable,0.38880000000000003
Catoosa,0,0.0,0,-1.3,stable,0.38880000000000003
Nacogdoches,0,0.0,0,-3.0,stable,0.38880000000000003
