name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Welsh,33.0552,-94.84,Coal,Texas,Morris,48343
Western Sugar Coop - Scottsbluff,41.8589,-103.6344,Coal,Nebraska,Scotts Bluff,31157
Western Sugar Coop- Ft Morgan,40.26300000000001,-103.8069,Coal,Colorado,Morgan,8087
Weston,44.8606,-89.6553,Coal,Wisconsin,Marathon,55073
Westwood Generation LLC,40.6191,-76.45,Coal,Pennsylvania,Schuylkill,42107
Wheelabrator Frackville Energy,40.7824,-76.1762,Coal,Pennsylvania,Schuylkill,42107
Whelan Energy Center,40.5809,-98.3124,Coal,Nebraska,Adams,31001
White Bluff,34.4228,-92.1406,Coal,Arkansas,Jefferson,5069
Whitewater Valley,39.8028,-84.8953,Coal,Indiana,Wayne,18177
Will County,41.6334,-88.0629,Coal,Illinois,Will,17197
Williams,33.0158,-79.9297,Coal,South Carolina,Berkeley,45015
Willmar,45.1217,-95.0532,Coal,Minnesota,Kandiyohi,27067
Winyah,33.3318,-79.3572,Coal,South Carolina,Georgetown,45043
Wygen 1,44.2858,-105.3833,Coal,Wyoming,Campbell,56005
Wygen 2,44.2919,-105.3811,Coal,Wyoming,Campbell,56005
Wygen III,44.2919,-105.3806,Coal,Wyoming,Campbell,56005
Wyodak,44.2901,-105.3815,Coal,Wyoming,Campbell,56005
