State,FIPS,case_per_100k,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,incidence_rate_trend,Lower 95% CI,Upper 95% CI,county,State_Code,Cancer_Rate
Maryland,24023,408.2,380.5,437.6,175,stable,2.1,-7.3,12.6,Garrett,MD,0.004082
Colorado,08119,408.1,373.3,445.5,133,stable,-5.2,-18.7,10.5,Teller,CO,0.004081
Indiana,18103,408.0,381.6,435.8,185,stable,2.0,-2.6,6.9,Miami,IN,0.00408
Oklahoma,40001,408.0,372.7,445.8,103,stable,4.1,-17.0,30.6,Adair,OK,0.00408
Texas,48343,407.8,365.4,454.2,75,stable,-0.1,-11.0,12.1,Morris,TX,0.004078
Michigan,26033,407.8,381.8,435.2,190,stable,3.3,-4.8,12.1,Chippewa,MI,0.004078
Tennessee,47175,407.6,345.3,479.1,34,stable,-10.8,-31.5,16.2,Van Buren,TN,0.004076000000000001
North Dakota,38071,407.4,363.1,456.0,66,stable,2.7,-10.7,18.0,Ramsey,ND,0.0040739999999999995
Michigan,26131,407.3,354.7,469.2,55,stable,-5.8,-25.4,18.9,Ontonagon,MI,0.004073
Indiana,18115,407.3,347.2,476.0,36,stable,-9.8,-22.7,5.4,Ohio,IN,0.004073
North Dakota,38069,407.2,336.6,489.7,28,stable,15.1,-8.5,44.8,Pierce,ND,0.004072
Michigan,26127,407.1,377.2,439.1,149,stable,4.8,-1.0,11.0,Oceana,MI,0.004071
Idaho,16037,407.1,339.1,487.6,30,stable,-0.8,-2.6,1.0,Custer,ID,0.004071
North Dakota,38045,406.9,338.9,487.2,29,stable,-3.9,-21.9,18.4,La Moure,ND,0.004069
Nebraska,31035,406.9,347.7,474.1,37,stable,-4.6,-21.0,15.2,Clay,NE,0.004069
Tennessee,47087,406.7,362.8,455.1,71,stable,-4.4,-17.9,11.2,Jackson,TN,0.004067
California,06113,406.4,393.6,419.5,794,falling,-0.9,-1.3,-0.4,Yolo,CA,0.004064
Wyoming,56013,406.2,380.8,433.0,204,stable,-4.0,-8.1,0.3,Fremont,WY,0.004062
Maryland,24033,406.1,400.0,412.2,3695,stable,-0.8,-3.8,2.2,Prince Georges,MD,0.004061
Colorado,08001,406.0,397.1,415.1,1682,stable,-0.9,-3.9,2.3,Adams,CO,0.00406
California,06075,406.0,400.3,411.8,4031,falling,-1.1,-1.4,-0.7,San Francisco,CA,0.00406
Missouri,29145,405.9,385.0,427.7,296,stable,-5.0,-11.8,2.4,Newton,MO,0.004059
Texas,48159,405.7,358.5,457.8,60,stable,-3.1,-13.8,8.9,Franklin,TX,0.004057
Colorado,08005,405.7,398.4,413.1,2522,falling,-2.7,-4.4,-0.9,Arapahoe,CO,0.004057
Wyoming,56033,405.6,377.2,435.8,165,stable,-2.6,-8.8,4.0,Sheridan,WY,0.004056000000000001
Colorado,08015,405.6,371.4,442.6,118,stable,-0.5,-11.2,11.5,Chaffee,CO,0.004056000000000001
Colorado,08081,405.5,358.3,457.1,59,stable,-6.6,-17.1,5.2,Moffat,CO,0.004055
Texas,48121,405.5,398.0,413.0,2577,falling,-2.8,-4.9,-0.6,Denton,TX,0.004055
Michigan,26135,405.4,354.3,462.7,58,stable,2.8,-10.3,17.9,Oscoda,MI,0.0040539999999999994
Virginia,51750,405.3,355.2,460.5,49,stable,4.1,-19.1,33.9,Radford City,VA,0.004053
Oklahoma,40135,405.3,380.8,431.1,215,stable,7.8,-9.9,29.1,Sequoyah,OK,0.004053
Alaska,02122,405.3,382.9,428.6,283,stable,2.1,-3.4,7.8,Kenai Peninsula,AK,0.004053
Missouri,29213,405.2,384.0,427.4,298,stable,-2.3,-6.1,1.6,Taney,MO,0.004052
Texas,48085,405.2,398.7,411.8,3232,stable,-1.5,-4.0,1.2,Collin,TX,0.004052
Idaho,16051,405.1,369.3,443.4,98,stable,-0.2,-1.2,0.8,Jefferson,ID,0.004051
Louisiana,22061,405.1,378.4,433.2,181,stable,-0.4,-1.5,0.7,Lincoln,LA,0.004051
Texas,48155,404.9,280.4,573.7,8,stable,5.5,-10.7,24.7,Foard,TX,0.004049
California,06071,404.9,400.8,409.0,7815,falling,-3.2,-5.6,-0.8,San Bernardino,CA,0.004049
Nebraska,31083,404.8,327.8,497.0,23,stable,-4.4,-21.2,16.0,Harlan,NE,0.004048
Texas,48011,404.6,296.4,542.3,11,stable,-18.3,-36.8,5.5,Armstrong,TX,0.004046
California,06109,404.5,384.6,425.4,355,falling,-12.7,-19.7,-5.2,Tuolumne,CA,0.004045
Florida,12073,404.5,393.4,415.9,1075,stable,-2.0,-7.2,3.5,Leon,FL,0.004045
California,06009,404.5,382.6,427.6,309,stable,-0.8,-1.7,0.0,Calaveras,CA,0.004045
Arkansas,05027,404.5,371.3,439.9,116,stable,-3.6,-16.6,11.4,Columbia,AR,0.004045
Kentucky,21105,404.5,338.2,481.6,29,stable,-0.3,-2.1,1.6,Hickman,KY,0.004045
Oklahoma,40041,404.2,381.1,428.6,262,stable,-1.6,-14.8,13.6,Delaware,OK,0.004042
Michigan,26139,404.2,393.8,414.8,1189,stable,-0.9,-8.1,6.8,Ottawa,MI,0.004042
California,06065,404.1,400.5,407.8,9799,falling,-1.0,-1.3,-0.7,Riverside,CA,0.004041
California,06059,404.1,401.1,407.2,13648,falling,-0.9,-1.2,-0.7,Orange,CA,0.004041
Alaska,02070,404.1,313.9,511.0,16,stable,-6.7,-31.0,26.3,Dillingham,AK,0.004041
Texas,48169,404.0,334.5,483.8,25,stable,-12.5,-39.5,26.5,Garza,TX,0.00404
Montana,30047,404.0,375.3,434.3,164,stable,3.4,-1.7,8.8,Lake,MT,0.00404
Wyoming,56045,403.9,348.0,467.1,40,stable,3.0,-6.9,13.9,Weston,WY,0.004039
Nevada,32005,403.9,382.5,426.5,317,stable,0.4,-8.3,10.0,Douglas,NV,0.004039
Nebraska,31157,403.9,377.8,431.4,193,stable,7.3,-2.4,18.0,Scotts Bluff,NE,0.004039
California,06057,403.8,389.0,419.2,653,falling,-1.9,-2.4,-1.3,Nevada,CA,0.004038
Colorado,08019,403.7,351.0,463.0,53,stable,4.3,-9.6,20.5,Clear Creek,CO,0.004037
Maryland,24027,403.7,393.6,413.9,1318,stable,-3.4,-9.2,2.8,Howard,MD,0.004037
Georgia,13249,403.6,333.2,485.3,24,stable,-0.8,-2.7,1.1,Schley,GA,0.0040360000000000005
Virginia,51069,403.5,385.7,421.9,402,stable,-0.9,-2.8,1.1,Frederick,VA,0.004035
Nebraska,31047,403.4,370.0,439.2,112,stable,2.8,-6.5,13.1,Dawson,NE,0.004033999999999999
Alabama,01081,403.2,387.9,419.1,548,stable,0.0,-6.4,6.9,Lee,AL,0.004032
Missouri,29013,403.2,365.3,444.3,89,stable,-2.2,-18.0,16.7,Bates,MO,0.004032
Idaho,16011,403.2,377.3,430.5,186,stable,0.5,-0.5,1.6,Bingham,ID,0.004032
Utah,49053,403.2,389.9,416.8,776,stable,0.0,-0.3,0.3,Washington,UT,0.004032
Alaska,02016,403.1,257.9,589.7,13,stable,-0.7,-39.8,64.0,Aleutians West,AK,0.004031
Iowa,19191,403.0,368.9,439.7,113,stable,0.0,-0.7,0.6,Winneshiek,IA,0.00403
Wisconsin,55095,402.9,380.0,427.1,245,stable,0.1,-15.1,17.9,Polk,WI,0.004029
Wisconsin,55097,402.9,382.8,423.8,320,stable,-4.7,-11.9,3.0,Portage,WI,0.004029
South Dakota,46109,402.9,352.1,459.1,51,stable,1.0,-13.7,18.3,Roberts,SD,0.004029
Nebraska,31041,402.8,358.3,451.8,66,stable,-2.4,-19.2,18.0,Custer,NE,0.004028
Texas,48153,402.7,341.1,472.9,32,stable,1.3,-5.6,8.8,Floyd,TX,0.004027
Virginia,51103,402.5,360.1,449.8,94,stable,1.1,-7.8,10.9,Lancaster,VA,0.004025
Nebraska,31003,402.5,345.3,467.5,40,stable,-0.2,-9.3,9.7,Antelope,NE,0.004025
Montana,30101,402.4,333.1,482.7,25,stable,-16.5,-36.5,9.6,Toole,MT,0.004024
Georgia,13283,402.4,342.1,470.7,34,stable,0.5,-1.0,2.1,Treutlen,GA,0.004024
Ohio,39171,402.3,376.9,429.2,197,stable,1.4,-2.9,5.9,Williams,OH,0.0040230000000000005
Wisconsin,55053,402.3,368.3,438.8,109,stable,-2.2,-16.6,14.6,Jackson,WI,0.0040230000000000005
Washington,53055,402.2,366.5,441.3,124,falling,-1.3,-2.4,-0.2,San Juan,WA,0.0040219999999999995
Wisconsin,55033,402.0,376.3,429.0,194,stable,-2.5,-12.9,9.1,Dunn,WI,0.00402
Idaho,16049,401.9,366.0,440.9,109,stable,-0.3,-1.4,0.9,Idaho,ID,0.004019
Georgia,13295,401.5,382.5,421.2,354,falling,-1.6,-3.0,-0.2,Walker,GA,0.004015
Texas,48329,401.5,386.7,416.7,583,falling,-5.5,-10.0,-0.8,Midland,TX,0.004015
Michigan,26001,401.2,357.7,450.2,90,stable,-0.8,-12.6,12.5,Alcona,MI,0.004012
New Mexico,35029,401.1,370.1,434.3,135,stable,0.2,-0.4,0.9,Luna,NM,0.004011
Georgia,13073,401.1,386.1,416.5,575,falling,-1.0,-1.6,-0.4,Columbia,GA,0.004011
Colorado,08017,401.1,291.6,540.6,10,stable,-8.8,-36.4,30.8,Cheyenne,CO,0.004011
Michigan,26149,400.9,380.4,422.4,301,stable,1.0,-5.1,7.6,St Joseph,MI,0.0040089999999999995
Michigan,26025,400.9,387.1,415.1,671,stable,3.0,-3.4,9.7,Calhoun,MI,0.0040089999999999995
Virginia,51079,400.8,363.9,440.7,92,stable,-1.5,-5.2,2.4,Greene,VA,0.004008
Texas,48035,400.8,366.4,438.0,114,stable,2.5,-6.9,12.8,Bosque,TX,0.004008
Texas,48167,400.7,391.0,410.6,1377,falling,-3.2,-5.5,-0.8,Galveston,TX,0.004007
Virginia,51683,400.7,369.1,434.1,136,stable,2.2,-12.2,19.0,Manassas City,VA,0.004007
North Carolina,37075,400.6,350.8,456.2,52,stable,-3.0,-25.1,25.4,Graham,NC,0.004006
Missouri,29135,400.4,359.5,444.8,72,stable,-3.4,-6.8,0.2,Moniteau,MO,0.004004
Oregon,41057,400.4,371.5,431.2,166,stable,-3.3,-9.7,3.5,Tillamook,OR,0.004004
Texas,48201,400.1,397.2,403.1,15446,falling,-3.6,-5.7,-1.4,Harris,TX,0.004001
Texas,48245,399.9,389.3,410.7,1121,falling,-1.5,-2.6,-0.3,Jefferson,TX,0.003999
Tennessee,47127,399.8,341.8,466.1,37,stable,-0.6,-23.6,29.4,Moore,TN,0.003998
Alabama,01065,399.7,359.8,443.0,80,stable,-3.4,-14.8,9.5,Hale,AL,0.003997
California,06069,399.6,376.4,423.9,234,stable,-0.7,-1.6,0.3,San Benito,CA,0.003996
Colorado,08069,399.5,390.0,409.2,1416,stable,0.4,-2.9,3.8,Larimer,CO,0.003995
South Carolina,45037,399.5,369.3,431.8,138,stable,1.2,-9.1,12.6,Edgefield,SC,0.003995
Michigan,26093,399.5,387.3,412.0,888,stable,-3.6,-9.5,2.7,Livingston,MI,0.003995
Wisconsin,55137,399.4,370.3,430.6,154,stable,1.3,-9.7,13.5,Waushara,WI,0.003994
Oklahoma,40029,399.3,338.0,469.4,32,falling,-5.0,-9.2,-0.6,Coal,OK,0.003993
Arizona,04009,399.2,370.8,429.3,149,stable,1.9,-2.9,7.0,Graham,AZ,0.003992
Missouri,29005,399.2,336.4,471.6,33,stable,-6.1,-16.0,4.9,Atchison,MO,0.003992
North Carolina,37091,399.2,367.9,432.6,130,stable,-5.2,-15.2,6.0,Hertford,NC,0.003992
Mississippi,28041,399.0,354.4,447.7,60,stable,7.1,-3.9,19.3,Greene,MS,0.00399
Nebraska,31145,398.8,354.3,447.9,63,stable,1.1,-8.8,12.1,Red Willow,NE,0.003988
Missouri,29215,398.8,369.1,430.4,144,stable,-0.6,-7.0,6.1,Texas,MO,0.003988
South Dakota,46017,398.6,269.0,569.1,6,stable,8.1,-25.7,57.3,Buffalo,SD,0.003986
Idaho,16073,398.4,350.7,451.1,53,falling,-2.3,-4.2,-0.4,Owyhee,ID,0.003984
Texas,48365,398.4,366.4,432.7,122,stable,0.6,-12.0,15.1,Panola,TX,0.003984
Texas,48235,397.7,282.4,548.6,9,stable,19.9,-30.0,105.4,Irion,TX,0.003977
Arizona,04025,397.6,387.9,407.6,1578,stable,0.4,-7.1,8.6,Yavapai,AZ,0.003976
Wisconsin,55047,397.6,363.4,434.4,110,stable,-1.5,-10.8,8.7,Green Lake,WI,0.003976
Utah,49019,397.5,346.5,454.3,47,stable,-0.4,-1.6,0.8,Grand,UT,0.003975
Florida,12131,397.5,377.9,418.0,333,stable,-0.1,-7.2,7.6,Walton,FL,0.003975
California,06029,396.9,390.5,403.4,3024,falling,-1.0,-1.4,-0.7,Kern,CA,0.0039689999999999994
Michigan,26053,396.9,360.7,436.3,100,stable,-0.6,-16.9,18.9,Gogebic,MI,0.0039689999999999994
North Carolina,37099,396.8,372.0,422.9,209,stable,-3.8,-8.0,0.7,Jackson,NC,0.003968
Mississippi,28069,396.6,348.9,449.5,53,stable,2.4,-8.7,14.8,Kemper,MS,0.003966
Nevada,32001,396.6,365.0,430.4,123,stable,-3.6,-14.0,8.0,Churchill,NV,0.003966
Nebraska,31107,396.6,346.3,452.9,53,stable,5.0,-4.6,15.7,Knox,NE,0.003966
Mississippi,28019,396.3,346.3,452.3,48,stable,2.0,-10.9,16.6,Choctaw,MS,0.003963
Texas,48017,396.3,334.0,466.8,30,stable,-5.5,-26.7,21.9,Bailey,TX,0.003963
Texas,48425,396.2,344.6,453.9,45,stable,0.0,-18.8,23.1,Somervell,TX,0.003962
Texas,48339,396.1,388.3,404.0,2099,falling,-4.0,-5.5,-2.5,Montgomery,TX,0.003961
Montana,30015,396.0,334.7,466.4,32,stable,-4.9,-13.9,5.0,Chouteau,MT,0.00396
California,06019,396.0,390.0,401.9,3541,falling,-1.7,-2.4,-1.0,Fresno,CA,0.00396
California,06039,395.9,381.8,410.4,617,stable,-0.7,-1.3,0.0,Madera,CA,0.003959
Mississippi,28039,395.9,361.0,433.2,101,stable,-1.7,-12.8,10.8,George,MS,0.003959
Texas,48263,395.8,245.8,620.3,5,stable,-5.7,-37.1,41.4,Kent,TX,0.003958
Texas,48143,395.8,368.7,424.5,165,stable,3.0,-1.6,7.8,Erath,TX,0.003958
South Dakota,46121,395.8,325.4,475.7,25,stable,0.3,-15.1,18.4,Todd,SD,0.003958
Nevada,32021,395.5,328.0,474.8,29,stable,-6.3,-23.7,15.0,Mineral,NV,0.003955
Oklahoma,40061,395.5,353.1,442.0,68,stable,2.5,-10.2,16.9,Haskell,OK,0.003955
Alabama,01049,395.5,376.5,415.2,340,stable,0.3,-4.9,5.9,De Kalb,AL,0.003955
North Dakota,38085,395.3,296.6,514.7,12,stable,-0.8,-31.6,44.1,Sioux,ND,0.003953
Idaho,16043,395.2,350.5,444.1,60,stable,-0.7,-1.8,0.5,Fremont,ID,0.003952
Michigan,26123,395.2,372.8,418.6,251,stable,-1.5,-7.5,4.9,Newaygo,MI,0.003952
North Dakota,38091,395.1,298.1,519.0,12,stable,10.6,-17.9,49.1,Steele,ND,0.0039510000000000005
Arizona,04013,395.0,392.4,397.7,17319,stable,-1.1,-2.9,0.7,Maricopa,AZ,0.00395
Iowa,19197,395.0,353.4,440.7,76,stable,-0.7,-1.4,0.0,Wright,IA,0.00395
North Dakota,38027,394.9,305.6,506.5,15,stable,-5.5,-42.0,54.1,Eddy,ND,0.003948999999999999
Idaho,16067,394.5,358.4,433.3,93,falling,-1.0,-1.8,-0.1,Minidoka,ID,0.003945
West Virginia,54031,394.5,354.6,437.9,77,stable,-0.6,-13.5,14.1,Hardy,WV,0.003945
Texas,48475,394.4,345.3,448.6,48,stable,6.6,-9.4,25.4,Ward,TX,0.003944
Colorado,08035,394.2,383.3,405.3,1144,stable,-1.1,-3.0,0.9,Douglas,CO,0.003942
California,06053,394.0,385.4,402.7,1679,falling,-0.8,-1.2,-0.3,Monterey,CA,0.00394
Oklahoma,40069,393.8,348.0,444.4,56,stable,-3.1,-13.9,9.0,Johnston,OK,0.0039380000000000005
New Mexico,35051,393.7,355.6,436.2,98,stable,-0.4,-1.1,0.3,Sierra,NM,0.0039369999999999995
Texas,48419,393.7,362.7,426.6,124,stable,-0.2,-11.7,12.7,Shelby,TX,0.0039369999999999995
Texas,48141,393.6,387.3,400.0,3044,stable,-0.6,-2.6,1.4,El Paso,TX,0.003936
North Carolina,37079,393.5,359.2,430.5,101,stable,1.7,-17.7,25.8,Greene,NC,0.003935
Oklahoma,40077,393.3,347.3,444.1,58,stable,8.6,-2.7,21.3,Latimer,OK,0.003933
North Carolina,37149,393.2,361.8,427.2,142,stable,-3.3,-10.9,4.9,Polk,NC,0.003932
Nebraska,31077,393.2,299.3,509.9,16,stable,-9.4,-23.9,7.9,Greeley,NE,0.003932
North Dakota,38039,393.2,296.1,516.1,15,stable,3.5,-35.9,67.2,Griggs,ND,0.003932
Utah,49057,393.0,381.3,405.0,882,stable,-1.8,-3.6,0.0,Weber,UT,0.00393
California,06101,392.9,375.9,410.5,413,falling,-0.8,-1.4,-0.2,Sutter,CA,0.003929
Texas,48253,392.9,357.1,431.4,90,stable,3.8,-6.7,15.5,Jones,TX,0.003929
Utah,49047,392.8,361.0,426.7,117,stable,0.1,-0.5,0.6,Uintah,UT,0.003928
California,06001,392.8,388.5,397.1,6703,falling,-1.8,-2.4,-1.3,Alameda,CA,0.003928
Texas,48003,392.6,348.4,440.6,59,stable,-10.6,-20.1,0.0,Andrews,TX,0.003926
New Mexico,35061,392.5,373.9,411.9,354,falling,-0.7,-1.1,-0.4,Valencia,NM,0.003925
Georgia,13191,392.5,353.7,434.9,87,falling,-2.0,-3.0,-1.0,McIntosh,GA,0.003925
Georgia,13141,392.3,343.5,446.9,51,unknown,0.0,0.0,0.0,Hancock,GA,0.003923
Michigan,26115,392.3,379.3,405.6,740,stable,4.4,-10.1,21.2,Monroe,MI,0.003923
Alaska,02090,391.9,370.9,413.8,316,stable,-0.8,-3.2,1.6,Fairbanks North Star,AK,0.003919
Nebraska,31049,391.9,295.5,515.7,13,stable,-1.0,-27.8,35.8,Deuel,NE,0.003919
Oregon,41027,391.8,357.4,428.7,100,stable,0.3,-6.3,7.4,Hood River,OR,0.0039180000000000005
Virginia,51051,391.8,353.5,433.5,83,stable,-1.7,-15.2,13.8,Dickenson,VA,0.0039180000000000005
Colorado,08091,391.7,321.3,475.4,29,stable,-3.7,-25.1,23.9,Ouray,CO,0.0039169999999999995
Georgia,13091,391.6,358.0,427.6,104,stable,-1.0,-2.6,0.5,Dodge,GA,0.003916
New Jersey,34017,391.6,384.6,398.6,2519,falling,-1.3,-1.7,-1.0,Hudson,NJ,0.003916
California,06047,391.5,380.1,403.2,914,falling,-1.1,-1.6,-0.7,Merced,CA,0.003915
Tennessee,47103,391.4,365.2,419.2,177,stable,1.8,-7.0,11.3,Lincoln,TN,0.003914
California,06025,391.2,378.0,404.9,670,stable,-0.5,-1.0,0.1,Imperial,CA,0.003912
Texas,48015,391.2,362.7,421.5,151,stable,-0.7,-7.3,6.4,Austin,TX,0.003912
Texas,48227,391.1,363.3,420.6,151,falling,-4.0,-7.4,-0.4,Howard,TX,0.003911
Missouri,29087,391.0,323.7,469.7,27,stable,9.7,-21.0,52.3,Holt,MO,0.00391
Indiana,18151,390.9,364.6,418.7,177,stable,-3.9,-16.3,10.4,Steuben,IN,0.003909
Texas,48211,390.8,311.7,484.1,17,stable,-10.0,-27.0,11.1,Hemphill,TX,0.003908
California,06011,390.7,354.1,430.0,88,stable,0.6,-1.3,2.5,Colusa,CA,0.003907
Pennsylvania,42053,390.7,337.7,451.8,43,stable,0.8,-21.5,29.5,Forest,PA,0.003907
New Mexico,35013,390.7,379.0,402.6,883,stable,0.4,-0.4,1.2,Dona Ana,NM,0.003907
Texas,48449,390.6,360.9,422.0,132,stable,-4.0,-10.1,2.5,Titus,TX,0.003906
South Dakota,46091,390.5,321.9,470.3,26,stable,-5.2,-33.6,35.3,Marshall,SD,0.003905
California,06085,390.4,386.5,394.4,7646,falling,-1.9,-2.5,-1.3,Santa Clara,CA,0.003904
Oklahoma,40153,390.3,354.8,428.3,91,stable,1.7,-15.5,22.2,Woodward,OK,0.0039030000000000002
Virginia,51143,390.1,371.4,409.6,357,stable,3.1,-7.6,15.0,Pittsylvania,VA,0.0039010000000000004
Colorado,08123,390.1,379.2,401.1,1040,stable,-1.1,-3.4,1.3,Weld,CO,0.0039010000000000004
New Mexico,35001,390.0,383.6,396.5,2957,falling,-0.8,-0.9,-0.6,Bernalillo,NM,0.0039
Texas,48045,389.9,284.3,529.4,10,stable,9.8,-30.7,74.0,Briscoe,TX,0.0038989999999999997
Arkansas,05123,389.7,358.7,422.7,122,stable,2.2,-6.3,11.4,St Francis,AR,0.003897
Texas,48149,389.6,360.6,420.6,154,stable,-0.7,-7.5,6.6,Fayette,TX,0.003896
Oregon,41003,389.5,371.1,408.6,368,falling,-7.5,-11.9,-3.0,Benton,OR,0.003895
Utah,49027,389.5,343.6,439.9,56,stable,0.5,-0.2,1.1,Millard,UT,0.003895
Florida,12065,389.3,350.7,431.6,82,stable,-1.3,-15.2,14.8,Jefferson,FL,0.003893
Texas,48093,389.0,349.1,432.7,79,stable,1.8,-2.2,6.0,Comanche,TX,0.00389
Virginia,51063,389.0,351.6,429.8,87,stable,0.8,-5.4,7.4,Floyd,VA,0.00389
Texas,48055,388.9,362.4,416.9,166,stable,-1.5,-12.9,11.5,Caldwell,TX,0.0038889999999999997
Virginia,51077,388.9,353.2,427.8,96,stable,-0.4,-17.7,20.5,Grayson,VA,0.0038889999999999997
Texas,48069,388.9,331.6,453.4,34,stable,-8.6,-25.6,12.3,Castro,TX,0.0038889999999999997
Florida,12027,388.8,363.5,415.5,189,stable,-2.3,-9.3,5.3,De Soto,FL,0.003888
Georgia,13047,388.8,369.3,409.1,309,stable,-1.3,-3.2,0.7,Catoosa,GA,0.003888
Texas,48347,388.8,367.4,411.1,259,stable,-3.0,-6.4,0.6,Nacogdoches,TX,0.003888
Missouri,29197,388.6,318.7,470.4,23,stable,-2.6,-12.1,8.1,Schuyler,MO,0.003886
Massachusetts,25011,388.6,370.6,407.3,393,falling,-1.6,-2.3,-0.8,Franklin,MA,0.003886
Texas,48265,388.4,368.1,409.7,331,stable,0.3,-6.0,6.9,Kerr,TX,0.003884
Washington,53051,388.4,348.0,432.9,82,stable,-9.2,-24.5,9.2,Pend Oreille,WA,0.003884
South Dakota,46009,388.4,333.6,450.4,39,stable,2.2,-16.4,24.9,Bon Homme,SD,0.003884
Texas,48383,388.3,297.9,496.8,13,stable,2.2,-35.5,61.7,Reagan,TX,0.003883
Michigan,26061,388.2,361.0,417.1,163,stable,2.2,-9.9,15.8,Houghton,MI,0.003882
South Carolina,45005,388.2,339.4,442.5,49,stable,0.7,-11.1,13.9,Allendale,SC,0.003882
Texas,48091,388.1,374.0,402.7,617,falling,-4.9,-9.3,-0.2,Comal,TX,0.0038810000000000003
Ohio,39013,388.1,370.1,406.8,378,stable,6.5,-6.6,21.5,Belmont,OH,0.0038810000000000003
Texas,48029,388.1,383.9,392.3,6846,stable,-1.9,-5.6,2.0,Bexar,TX,0.0038810000000000003
California,06093,388.0,365.9,411.2,271,falling,-3.5,-5.4,-1.5,Siskiyou,CA,0.00388
Alaska,02261,387.9,327.7,455.8,38,stable,0.5,-4.6,5.9,Valdez-Cordova,AK,0.0038789999999999996
Wyoming,56037,387.8,359.9,417.3,162,stable,2.3,-3.9,8.8,Sweetwater,WY,0.003878
Nebraska,31175,387.8,319.3,468.5,25,stable,4.5,-15.5,29.3,Valley,NE,0.003878
Missouri,29209,387.7,363.0,413.9,227,stable,-3.9,-15.5,9.3,Stone,MO,0.003877
Texas,48453,387.6,381.7,393.5,3703,stable,-0.4,-4.3,3.6,Travis,TX,0.003876
South Dakota,46101,387.6,328.8,454.5,32,stable,-1.5,-15.5,14.7,Moody,SD,0.003876
Colorado,08027,387.5,326.8,461.0,37,falling,-10.0,-16.4,-3.1,Custer,CO,0.003875
Montana,30045,387.3,298.0,502.7,14,stable,-14.3,-29.0,3.5,Judith Basin,MT,0.003873
Texas,48209,387.2,373.1,401.6,621,stable,-0.2,-2.0,1.7,Hays,TX,0.003872
Oklahoma,40113,387.1,364.8,410.5,242,stable,-3.7,-22.0,18.9,Osage,OK,0.0038710000000000003
South Dakota,46135,387.1,354.9,421.5,114,stable,2.6,-10.1,17.0,Yankton,SD,0.0038710000000000003
Wyoming,56007,386.9,346.2,431.1,71,stable,2.3,-4.3,9.3,Carbon,WY,0.0038689999999999996
Virginia,51600,386.8,353.2,422.8,102,stable,-2.2,-8.9,5.0,Fairfax City,VA,0.003868
Virginia,51660,386.7,358.5,416.5,147,stable,-1.0,-6.9,5.1,Harrisonburg City,VA,0.0038669999999999998
Oregon,41039,386.5,378.2,395.0,1785,stable,-2.4,-7.2,2.7,Lane,OR,0.003865
Michigan,26111,386.4,369.5,403.9,413,stable,1.6,-5.4,9.0,Midland,MI,0.003864
Nebraska,31031,386.3,327.4,453.9,34,stable,-9.1,-23.6,8.1,Cherry,NE,0.003863
Arkansas,05057,386.3,353.5,421.4,108,stable,2.5,-1.4,6.5,Hempstead,AR,0.003863
Idaho,16085,386.2,339.7,438.0,61,falling,-2.6,-4.2,-0.9,Valley,ID,0.003862
Colorado,08075,385.9,352.5,421.7,103,stable,0.1,-5.5,6.1,Logan,CO,0.0038589999999999996
North Dakota,38105,385.8,353.2,420.6,110,stable,-2.6,-5.4,0.4,Williams,ND,0.0038580000000000003
Idaho,16029,385.6,326.7,452.5,32,stable,-0.3,-2.2,1.6,Caribou,ID,0.003856
Utah,49049,385.4,376.2,394.8,1404,stable,0.1,-0.1,0.3,Utah,UT,0.003854
Texas,48009,385.3,337.4,439.0,49,stable,0.5,-11.9,14.5,Archer,TX,0.003853
Arizona,04019,385.3,380.3,390.3,4853,stable,-0.4,-3.3,2.6,Pima,AZ,0.003853
Texas,48087,385.2,297.4,491.8,14,stable,4.8,-19.7,36.6,Collingsworth,TX,0.003852
Texas,48355,385.2,376.2,394.3,1460,stable,-0.4,-2.3,1.4,Nueces,TX,0.003852
Utah,49003,385.1,360.8,410.6,191,falling,-0.6,-1.1,-0.1,Box Elder,UT,0.0038510000000000003
Texas,48477,385.0,359.7,411.8,187,stable,-0.3,-9.8,10.3,Washington,TX,0.00385
Wyoming,56003,384.8,342.8,431.0,65,stable,-4.6,-15.2,7.3,Big Horn,WY,0.0038480000000000003
Wyoming,56043,384.2,332.8,441.9,44,stable,-3.3,-15.7,10.8,Washakie,WY,0.003842
Texas,48047,384.0,327.1,448.5,35,stable,-10.9,-23.9,4.4,Brooks,TX,0.00384
Washington,53077,383.7,372.7,394.9,956,stable,-0.8,-5.4,4.1,Yakima,WA,0.0038369999999999997
New Mexico,35053,383.6,346.1,424.2,82,stable,0.2,-0.3,0.8,Socorro,NM,0.0038360000000000004
Georgia,13043,383.5,337.3,434.7,53,stable,-0.5,-2.5,1.6,Candler,GA,0.003835
Ohio,39067,383.5,347.0,423.3,88,stable,4.6,-13.2,26.1,Harrison,OH,0.003835
Indiana,18123,383.1,348.7,420.1,96,stable,-4.9,-19.0,11.5,Perry,IN,0.003831
South Dakota,46081,382.9,351.7,416.2,126,stable,-2.2,-10.6,7.0,Lawrence,SD,0.003829
Nevada,32003,382.9,379.2,386.6,8443,stable,-2.7,-6.5,1.1,Clark,NV,0.003829
Texas,48279,382.8,340.3,429.3,61,stable,-0.8,-9.3,8.6,Lamb,TX,0.0038280000000000002
Colorado,08013,382.6,372.9,392.6,1239,falling,-3.1,-6.1,-0.1,Boulder,CO,0.0038260000000000004
