State,FIPS,case_per_100k,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,incidence_rate_trend,Lower 95% CI,Upper 95% CI,county,State_Code,Cancer_Rate
Ohio,39051,446.5,420.5,473.8,234,rising,5.2,0.8,9.8,Fulton,OH,0.004465
Virginia,51087,446.5,436.6,456.6,1618,stable,0.2,-3.9,4.4,Henrico,VA,0.004465
Wyoming,56017,446.5,376.3,527.6,34,stable,-8.7,-21.2,5.8,Hot Springs,WY,0.004465
Wisconsin,55135,446.3,423.9,469.7,326,stable,-4.3,-12.7,5.0,Waupaca,WI,0.004463
Tennessee,47159,446.3,407.9,487.5,106,stable,0.9,-14.2,18.8,Smith,TN,0.004463
South Carolina,45073,446.3,428.0,465.2,499,stable,1.4,-3.5,6.6,Oconee,SC,0.004463
Alabama,01057,446.3,407.5,488.1,105,stable,3.9,-2.7,10.9,Fayette,AL,0.004463
Tennessee,47113,446.2,428.8,464.2,520,stable,1.7,-6.8,11.0,Madison,TN,0.004462
Florida,12127,446.2,439.2,453.2,3556,stable,-1.1,-5.9,3.8,Volusia,FL,0.004462
Indiana,18169,446.1,417.5,476.4,196,stable,4.5,-3.0,12.5,Wabash,IN,0.0044610000000000006
Michigan,26017,446.1,430.2,462.5,639,stable,2.0,-1.6,5.9,Bay,MI,0.0044610000000000006
Iowa,19131,446.1,397.1,499.9,70,stable,-0.2,-0.9,0.5,Mitchell,IA,0.0044610000000000006
Virginia,51049,446.0,396.4,500.8,63,stable,4.5,-14.9,28.3,Cumberland,VA,0.00446
Nebraska,31169,446.0,380.5,521.2,39,stable,-4.2,-11.9,4.2,Thayer,NE,0.00446
Nevada,32023,446.0,423.0,470.0,346,stable,-3.0,-9.4,3.9,Nye,NV,0.00446
Wisconsin,55023,445.9,406.9,488.0,107,stable,0.7,-7.4,9.5,Crawford,WI,0.004458999999999999
Missouri,29175,445.8,412.1,481.7,133,rising,4.0,2.0,6.0,Randolph,MO,0.004458
North Carolina,37063,445.8,434.7,457.2,1283,stable,-0.1,-2.0,1.7,Durham,NC,0.004458
Alabama,01097,445.8,437.2,454.5,2145,falling,-1.9,-3.8,-0.1,Mobile,AL,0.004458
South Carolina,45017,445.6,404.7,490.0,97,stable,-9.3,-20.8,3.8,Calhoun,SC,0.004456
Florida,12011,445.6,441.6,449.5,10020,stable,-1.2,-3.2,0.8,Broward,FL,0.004456
Alabama,01125,445.6,432.2,459.2,888,stable,-1.8,-3.8,0.1,Tuscaloosa,AL,0.004456
Georgia,13109,445.6,393.6,502.6,55,stable,-0.7,-2.1,0.7,Evans,GA,0.004456
Indiana,18117,445.5,408.9,484.8,116,stable,-1.2,-19.3,20.9,Orange,IN,0.004455
North Dakota,38001,445.5,348.3,565.3,18,stable,-0.5,-8.4,8.1,Adams,ND,0.004455
Virginia,51047,445.4,420.4,471.6,247,stable,-0.4,-7.5,7.3,Culpeper,VA,0.004454
Alabama,01061,445.4,414.6,478.1,165,stable,3.0,-5.0,11.6,Geneva,AL,0.004454
Arkansas,05017,445.4,398.3,496.9,70,stable,0.7,-17.9,23.4,Chicot,AR,0.004454
Louisiana,22111,445.3,411.0,481.8,136,stable,-0.8,-1.5,0.0,Union,LA,0.004453
Oklahoma,40105,445.1,396.1,499.1,64,stable,3.8,-15.0,26.8,Nowata,OK,0.004451
South Carolina,45065,445.1,399.0,496.6,82,stable,2.7,-14.8,23.9,McCormick,SC,0.004451
Missouri,29081,445.1,391.1,504.9,55,stable,2.1,-18.3,27.6,Harrison,MO,0.004451
Ohio,39125,445.0,407.0,485.9,107,stable,2.9,-5.7,12.3,Paulding,OH,0.00445
Pennsylvania,42041,445.0,434.3,455.9,1387,stable,-1.6,-3.8,0.6,Cumberland,PA,0.00445
Alabama,01003,445.0,433.4,456.8,1189,stable,-2.0,-4.5,0.5,Baldwin,AL,0.00445
Texas,48001,444.9,422.0,468.7,292,stable,-1.5,-9.6,7.2,Anderson,TX,0.004449
Oklahoma,40047,444.9,422.9,467.7,322,stable,-3.6,-13.9,7.9,Garfield,OK,0.004449
Idaho,16025,444.8,295.6,651.4,7,stable,0.2,-2.5,3.1,Camas,ID,0.004448
Indiana,18011,444.8,421.8,468.8,292,stable,3.3,-0.7,7.5,Boone,IN,0.004448
Indiana,18057,444.7,433.4,456.3,1259,stable,0.6,-4.7,6.3,Hamilton,IN,0.0044469999999999996
Texas,48469,444.7,426.2,463.9,452,stable,0.5,-3.9,5.2,Victoria,TX,0.0044469999999999996
New York,36005,444.6,439.6,449.6,6264,falling,-1.8,-3.0,-0.5,Bronx,NY,0.004446
Nebraska,31141,444.6,415.0,475.8,176,stable,4.8,-2.3,12.4,Platte,NE,0.004446
Vermont,50023,444.5,423.1,466.9,346,stable,0.3,-5.0,5.9,Washington,VT,0.004445
Iowa,19119,444.5,396.2,497.3,66,stable,0.1,-0.5,0.6,Lyon,IA,0.004445
Iowa,19049,444.5,422.6,467.1,323,stable,-0.4,-0.8,0.0,Dallas,IA,0.004445
Idaho,16057,444.3,412.8,477.7,157,stable,0.0,-1.0,1.1,Latah,ID,0.004443
Montana,30091,444.3,366.5,536.1,26,stable,-4.3,-22.9,18.7,Sheridan,MT,0.004443
Mississippi,28137,444.3,411.5,479.0,145,stable,-1.8,-7.1,3.8,Tate,MS,0.004443
Virginia,51159,444.2,393.8,500.3,58,stable,2.2,-12.7,19.7,Richmond,VA,0.004442
Oklahoma,40133,444.2,411.4,479.1,142,stable,-3.8,-10.3,3.1,Seminole,OK,0.004442
New Mexico,35057,444.2,402.3,489.6,93,stable,0.3,-0.4,1.1,Torrance,NM,0.004442
Alabama,01043,444.0,425.6,463.0,463,stable,-0.1,-4.2,4.1,Cullman,AL,0.00444
South Carolina,45001,444.0,411.6,478.4,153,stable,0.7,-7.2,9.4,Abbeville,SC,0.00444
Indiana,18137,443.9,412.5,477.2,156,stable,3.0,-12.4,21.2,Ripley,IN,0.004438999999999999
Oklahoma,40053,443.9,371.1,528.3,29,stable,0.8,-15.6,20.3,Grant,OK,0.004438999999999999
Tennessee,47055,443.9,414.0,475.5,177,stable,-3.6,-12.8,6.5,Giles,TN,0.004438999999999999
Iowa,19195,443.8,386.2,508.5,46,stable,0.2,-0.7,1.2,Worth,IA,0.004438
Alaska,02170,443.8,422.9,465.4,405,stable,-0.9,-4.2,2.5,Matanuska-Susitna,AK,0.004438
California,06055,443.7,429.7,458.0,803,falling,-3.1,-4.7,-1.5,Napa,CA,0.004437
Georgia,13269,443.6,388.5,505.1,50,stable,0.0,-1.7,1.8,Taylor,GA,0.004436
Ohio,39115,443.6,402.4,488.2,92,stable,2.1,-1.2,5.4,Morgan,OH,0.004436
California,06027,443.5,406.6,483.2,121,stable,-0.2,-1.2,0.8,Inyo,CA,0.004435
Wisconsin,55015,443.5,418.4,469.7,245,stable,-3.7,-10.0,3.2,Calumet,WI,0.004435
Virginia,51113,443.5,400.5,490.4,85,stable,-2.7,-11.8,7.3,Madison,VA,0.004435
Oregon,41033,443.5,426.6,461.0,610,stable,-4.8,-9.9,0.7,Josephine,OR,0.004435
Illinois,17133,443.5,414.8,473.7,188,stable,-3.0,-10.6,5.3,Monroe,IL,0.004435
Virginia,51830,443.5,394.9,496.8,66,stable,-1.4,-4.9,2.3,Williamsburg City,VA,0.004435
Missouri,29031,443.4,423.8,463.7,405,stable,-3.1,-10.0,4.4,Cape Girardeau,MO,0.004434
Iowa,19043,443.3,405.7,483.9,116,stable,-0.3,-0.8,0.2,Clayton,IA,0.004433
Mississippi,28085,443.3,414.7,473.4,187,stable,1.4,-9.4,13.6,Lincoln,MS,0.004433
Vermont,50015,443.3,409.6,479.2,135,stable,0.1,-14.0,16.6,Lamoille,VT,0.004433
Indiana,18173,443.2,421.4,465.9,328,stable,-1.6,-11.3,9.2,Warrick,IN,0.004432
Indiana,18051,443.2,414.6,473.4,187,stable,2.5,-1.4,6.5,Gibson,IN,0.004432
Virginia,51550,443.2,431.0,455.6,1070,stable,1.1,-3.9,6.4,Chesapeake City,VA,0.004432
Arizona,04015,443.1,432.4,454.0,1585,stable,-2.9,-6.5,0.9,Mohave,AZ,0.004431
Georgia,13289,443.0,389.4,502.9,56,stable,0.2,-2.0,2.4,Twiggs,GA,0.00443
Missouri,29195,443.0,408.5,479.8,129,stable,-0.1,-5.2,5.3,Saline,MO,0.00443
Montana,30071,443.0,369.1,529.3,28,stable,5.1,-11.4,24.8,Phillips,MT,0.00443
South Dakota,46049,443.0,350.4,556.9,17,stable,-2.8,-19.9,17.9,Faulk,SD,0.00443
Alaska,02240,443.0,372.6,522.8,33,stable,2.5,-22.8,36.1,Southeast Fairbanks,AK,0.00443
Virginia,51007,443.0,398.2,491.8,78,stable,-0.4,-10.9,11.2,Amelia,VA,0.00443
Virginia,51595,442.9,374.3,521.0,31,stable,-3.3,-21.2,18.7,Emporia City,VA,0.004429
Oklahoma,40097,442.8,416.8,470.1,231,stable,2.7,-1.4,6.9,Mayes,OK,0.0044280000000000005
Oklahoma,40151,442.8,386.3,505.5,47,stable,-1.2,-10.4,9.0,Woods,OK,0.0044280000000000005
Vermont,50011,442.8,417.8,468.8,251,stable,1.0,-5.1,7.5,Franklin,VT,0.0044280000000000005
Mississippi,28023,442.7,403.2,485.3,99,stable,-1.8,-13.6,11.5,Clarke,MS,0.0044269999999999995
Arkansas,05071,442.6,409.3,478.0,136,stable,2.0,-8.4,13.5,Johnson,AR,0.004426
Florida,12129,442.6,410.6,476.5,154,stable,-3.0,-10.5,5.2,Wakulla,FL,0.004426
Pennsylvania,42067,442.6,409.9,477.4,145,stable,-0.6,-13.4,14.1,Juniata,PA,0.004426
Michigan,26153,442.4,388.8,502.4,59,stable,3.3,-3.5,10.5,Schoolcraft,MI,0.004424
Oklahoma,40031,442.4,425.3,460.0,521,falling,-1.0,-1.6,-0.4,Comanche,OK,0.004424
Michigan,26091,442.3,425.6,459.6,558,stable,-2.3,-7.2,2.8,Lenawee,MI,0.004423
North Carolina,37003,442.3,415.8,470.1,220,stable,-0.2,-2.1,1.8,Alexander,NC,0.004423
Massachusetts,25005,442.3,435.0,449.6,3012,falling,-4.5,-7.3,-1.5,Bristol,MA,0.004423
Utah,49021,442.2,413.6,472.2,187,stable,0.1,-0.4,0.7,Iron,UT,0.004422
Tennessee,47187,442.1,429.1,455.5,945,stable,0.0,-2.0,2.1,Williamson,TN,0.0044210000000000005
Texas,48273,442.1,408.5,477.7,132,stable,1.8,-1.3,5.1,Kleberg,TX,0.0044210000000000005
Ohio,39157,442.1,425.1,459.6,544,stable,0.1,-7.4,8.3,Tuscarawas,OH,0.0044210000000000005
Florida,12039,442.1,417.4,468.0,253,stable,1.1,-5.4,8.1,Gadsden,FL,0.0044210000000000005
Texas,48379,442.1,395.7,493.0,78,stable,-1.9,-11.3,8.4,Rains,TX,0.0044210000000000005
South Dakota,46025,442.0,357.2,542.0,23,stable,-4.4,-27.9,26.7,Clark,SD,0.00442
New York,36047,442.0,438.4,445.7,11862,falling,-1.3,-1.8,-0.7,Kings,NY,0.00442
Georgia,13229,442.0,403.4,483.5,101,stable,-0.7,-1.9,0.5,Pierce,GA,0.00442
Florida,12099,442.0,437.8,446.2,9488,stable,-2.0,-4.5,0.7,Palm Beach,FL,0.00442
Ohio,39029,441.9,426.1,458.2,637,stable,-0.2,-5.8,5.7,Columbiana,OH,0.004419
Missouri,29109,441.9,415.0,470.2,212,stable,2.7,-1.6,7.3,Lawrence,MO,0.004419
Missouri,29051,441.9,422.1,462.4,392,stable,-0.6,-5.1,4.2,Cole,MO,0.004419
West Virginia,54057,441.8,411.5,473.9,170,stable,-2.3,-11.2,7.6,Mineral,WV,0.004418
Tennessee,47183,441.8,412.8,472.4,184,stable,1.6,-8.2,12.3,Weakley,TN,0.004418
North Carolina,37135,441.8,425.8,458.2,618,rising,2.9,0.1,5.8,Orange,NC,0.004418
Mississippi,28159,441.8,404.5,481.8,110,stable,-4.1,-8.4,0.4,Winston,MS,0.004418
Oklahoma,40147,441.8,419.2,465.3,307,stable,-2.3,-9.2,5.2,Washington,OK,0.004418
Virginia,51017,441.7,373.7,521.0,33,rising,18.8,7.8,30.9,Bath,VA,0.004417
Arkansas,05115,441.7,419.5,464.7,309,stable,1.0,-3.8,6.1,Pope,AR,0.004417
Arkansas,05007,441.7,430.0,453.6,1111,stable,0.1,-1.6,1.8,Benton,AR,0.004417
West Virginia,54077,441.5,413.8,470.8,200,stable,-2.2,-6.8,2.6,Preston,WV,0.004415
West Virginia,54007,441.5,400.3,486.3,92,stable,-1.2,-15.6,15.6,Braxton,WV,0.004415
North Carolina,37185,441.5,406.8,478.7,138,stable,-1.1,-5.7,3.7,Warren,NC,0.004415
California,06017,441.5,429.5,453.8,1126,falling,-0.9,-1.4,-0.4,El Dorado,CA,0.004415
Tennessee,47107,441.5,419.2,464.8,314,stable,0.4,-2.6,3.5,McMinn,TN,0.004415
Idaho,16047,441.5,398.5,488.0,80,stable,-0.6,-1.9,0.7,Gooding,ID,0.004415
South Carolina,45039,441.3,408.3,476.5,144,stable,0.2,-8.0,9.1,Fairfield,SC,0.004413
Missouri,29079,441.2,391.5,496.0,63,stable,1.5,-22.9,33.6,Grundy,MO,0.004412
North Dakota,38019,441.2,365.0,531.0,29,stable,0.6,-14.5,18.4,Cavalier,ND,0.004412
Wisconsin,55049,441.1,406.9,477.6,132,stable,0.2,-2.6,3.1,Iowa,WI,0.004411
Virginia,51680,441.1,420.1,462.9,353,stable,0.9,-9.3,12.2,Lynchburg City,VA,0.004411
Texas,48071,441.0,410.2,473.5,164,stable,1.3,-11.0,15.2,Chambers,TX,0.00441
New York,36109,441.0,422.2,460.4,447,falling,-2.7,-3.7,-1.7,Tompkins,NY,0.00441
North Dakota,38037,440.9,351.6,551.7,20,stable,-13.4,-26.5,2.0,Grant,ND,0.004409
South Carolina,45047,440.9,420.9,461.7,382,falling,-3.5,-6.8,-0.2,Greenwood,SC,0.004409
Indiana,18105,440.9,424.5,457.8,573,stable,-1.0,-6.5,4.8,Monroe,IN,0.004409
Oklahoma,40003,440.8,378.3,511.8,37,stable,2.6,-15.8,24.9,Alfalfa,OK,0.0044080000000000005
Alabama,01053,440.7,414.0,468.8,210,stable,-0.6,-3.0,1.9,Escambia,AL,0.0044069999999999995
Ohio,39147,440.7,418.2,464.2,308,stable,-3.0,-10.1,4.6,Seneca,OH,0.0044069999999999995
Alabama,01069,440.7,424.2,457.7,564,stable,1.1,-2.7,5.1,Houston,AL,0.0044069999999999995
California,06041,440.7,430.8,450.8,1646,falling,-0.6,-0.9,-0.3,Marin,CA,0.0044069999999999995
Texas,48179,440.7,405.9,477.8,121,falling,-6.6,-12.6,-0.1,Gray,TX,0.0044069999999999995
Texas,48315,440.6,394.3,491.8,75,stable,-0.1,-14.5,16.6,Marion,TX,0.004406
South Carolina,45033,440.6,410.1,472.8,165,stable,-3.4,-13.2,7.5,Dillon,SC,0.004406
Florida,12123,440.6,406.7,476.7,132,falling,-2.9,-5.6,-0.2,Taylor,FL,0.004406
Massachusetts,25017,440.4,436.0,444.9,7886,falling,-2.4,-3.3,-1.4,Middlesex,MA,0.004404
Texas,48023,440.4,364.1,530.4,26,stable,-16.7,-34.5,5.8,Baylor,TX,0.004404
Ohio,39057,440.3,426.9,454.0,866,stable,-0.3,-2.5,2.0,Greene,OH,0.004403
Florida,12111,440.3,431.1,449.6,1929,stable,-1.5,-9.2,6.8,St Lucie,FL,0.004403
Texas,48077,440.2,391.7,493.8,65,stable,0.0,-7.3,7.9,Clay,TX,0.004402
Virginia,51161,440.2,423.7,457.3,575,stable,-3.0,-6.5,0.6,Roanoke,VA,0.004402
Iowa,19051,440.2,385.1,501.4,49,stable,0.3,-0.7,1.2,Davis,IA,0.004402
Ohio,39109,440.2,423.9,457.0,585,stable,0.2,-4.5,5.1,Miami,OH,0.004402
South Dakota,46085,440.2,354.7,540.5,20,stable,-3.3,-28.2,30.4,Lyman,SD,0.004402
Alabama,01099,440.1,405.4,477.2,127,stable,-2.3,-8.9,4.8,Monroe,AL,0.004401
Texas,48275,440.0,360.5,533.2,23,stable,7.6,-13.7,34.2,Knox,TX,0.0044
Georgia,13315,440.0,385.9,500.1,49,stable,-0.3,-2.0,1.4,Wilcox,GA,0.0044
Maryland,24037,440.0,422.5,458.0,503,stable,-3.8,-10.9,3.9,St Marys,MD,0.0044
Alabama,01009,440.0,418.0,462.8,317,stable,0.1,-5.0,5.5,Blount,AL,0.0044
Pennsylvania,42127,439.9,418.6,462.2,351,stable,-0.9,-8.7,7.6,Wayne,PA,0.004399
South Carolina,45025,439.9,415.6,465.4,259,stable,0.0,-6.4,6.9,Chesterfield,SC,0.004399
Michigan,26067,439.8,417.6,462.8,309,stable,-1.6,-7.5,4.5,Ionia,MI,0.004398
Nebraska,31013,439.7,389.9,494.4,63,stable,0.5,-9.3,11.4,Box Butte,NE,0.004397
Wisconsin,55061,439.6,404.0,477.8,121,stable,1.0,-6.0,8.6,Kewaunee,WI,0.004396000000000001
Missouri,29157,439.6,402.3,479.6,107,stable,-2.8,-8.0,2.6,Perry,MO,0.004396000000000001
Oregon,41071,439.5,422.5,457.1,531,stable,0.3,-6.7,7.9,Yamhill,OR,0.004395
Oklahoma,40017,439.4,423.2,456.1,576,stable,-3.5,-10.7,4.2,Canadian,OK,0.0043939999999999995
North Carolina,37179,439.4,426.6,452.5,951,stable,-0.8,-10.8,10.3,Union,NC,0.0043939999999999995
California,06023,439.4,424.4,454.7,714,falling,-1.3,-1.8,-0.8,Humboldt,CA,0.0043939999999999995
Texas,48161,439.3,403.4,477.9,116,stable,-0.9,-12.8,12.7,Freestone,TX,0.004393
Illinois,17069,439.3,367.7,523.1,30,stable,2.2,-17.6,26.8,Hardin,IL,0.004393
Wisconsin,55063,439.3,423.0,456.0,584,stable,-1.5,-4.9,2.1,La Crosse,WI,0.004393
Arkansas,05059,439.3,411.2,468.9,193,stable,-0.2,-5.7,5.7,Hot Spring,AR,0.004393
North Carolina,37015,439.2,404.7,476.1,128,stable,1.9,-7.7,12.6,Bertie,NC,0.004392
Pennsylvania,42055,439.2,425.9,452.8,876,stable,0.5,-5.0,6.4,Franklin,PA,0.004392
Wisconsin,55121,439.1,409.0,471.1,166,stable,0.8,-2.3,4.0,Trempealeau,WI,0.004391
Texas,48193,439.1,386.6,497.6,58,stable,0.9,-13.2,17.2,Hamilton,TX,0.004391
Georgia,13263,438.9,379.5,506.4,45,stable,-0.1,-1.9,1.6,Talbot,GA,0.004389
Illinois,17155,438.9,377.8,508.5,40,stable,-7.4,-15.7,1.8,Putnam,IL,0.004389
Nebraska,31185,438.7,395.3,485.8,83,stable,0.0,-7.2,7.7,York,NE,0.004387
Iowa,19021,438.7,400.3,479.8,104,falling,-0.9,-1.4,-0.3,Buena Vista,IA,0.004387
Virginia,51083,438.7,412.3,466.4,234,rising,10.0,0.4,20.5,Halifax,VA,0.004387
North Carolina,37007,438.6,406.2,473.2,142,stable,-4.0,-8.8,1.2,Anson,NC,0.004386
Oregon,41009,438.5,415.3,462.8,291,stable,-3.7,-15.6,9.9,Columbia,OR,0.004385
Texas,48007,438.5,408.0,471.1,182,stable,-0.1,-3.8,3.8,Aransas,TX,0.004385
Illinois,17089,438.5,430.4,446.8,2316,stable,0.4,-2.2,3.0,Kane,IL,0.004385
Oklahoma,40021,438.5,413.2,464.9,238,stable,-2.3,-13.8,10.8,Cherokee,OK,0.004385
Missouri,29217,438.4,402.8,476.6,118,stable,-4.9,-11.9,2.8,Vernon,MO,0.004384
Virginia,51099,438.4,401.5,477.9,111,stable,-3.8,-14.6,8.4,King George,VA,0.004384
Virginia,51197,438.3,409.4,469.0,182,stable,3.0,-1.5,7.6,Wythe,VA,0.004383
North Dakota,38093,438.3,402.6,476.5,121,stable,-8.3,-17.3,1.6,Stutsman,ND,0.004383
Missouri,29059,438.3,399.5,480.2,101,stable,3.0,-7.0,14.1,Dallas,MO,0.004383
Florida,12049,438.1,404.9,473.4,131,stable,-1.5,-10.4,8.4,Hardee,FL,0.004381
Wisconsin,55055,438.0,419.4,457.2,440,stable,0.2,-6.3,7.3,Jefferson,WI,0.00438
Mississippi,28153,438.0,401.2,477.3,109,stable,-0.4,-6.3,5.8,Wayne,MS,0.00438
Georgia,13019,437.9,400.2,478.5,103,stable,0.3,-0.9,1.5,Berrien,GA,0.004379
Texas,48423,437.9,426.3,449.7,1119,stable,0.8,-4.8,6.9,Smith,TX,0.004379
Texas,48293,437.8,404.3,473.5,134,stable,-5.4,-18.3,9.5,Limestone,TX,0.004378
North Carolina,37037,437.8,418.8,457.6,442,stable,-3.4,-15.2,10.0,Chatham,NC,0.004378
Texas,48217,437.7,410.6,466.2,213,stable,-0.6,-15.3,16.8,Hill,TX,0.004377
California,06079,437.7,427.6,447.9,1575,falling,-1.3,-1.6,-0.9,San Luis Obispo,CA,0.004377
Mississippi,28099,437.6,405.5,471.5,145,stable,3.1,-8.0,15.5,Neshoba,MS,0.0043760000000000005
Illinois,17019,437.6,424.0,451.4,833,stable,0.0,-2.2,2.3,Champaign,IL,0.0043760000000000005
Alabama,01107,437.5,401.3,476.4,115,stable,2.1,-12.1,18.5,Pickens,AL,0.004375
Louisiana,22081,437.5,383.6,497.4,50,stable,-0.4,-1.8,1.1,Red River,LA,0.004375
Alaska,02201,437.5,363.0,523.0,30,stable,-7.9,-24.8,12.6,Prince of Wales-Outer Ketchikan,AK,0.004375
Mississippi,28149,437.5,412.7,463.5,246,falling,-1.8,-3.1,-0.5,Warren,MS,0.004375
Texas,48439,437.5,433.0,442.0,7842,stable,-1.3,-2.6,0.1,Tarrant,TX,0.004375
Louisiana,22043,437.4,400.9,476.6,109,stable,-0.9,-2.0,0.3,Grant,LA,0.004373999999999999
Texas,48057,437.4,401.4,475.8,114,stable,-5.1,-14.0,4.7,Calhoun,TX,0.004373999999999999
Mississippi,28071,437.3,410.3,465.7,204,falling,-7.7,-11.6,-3.7,Lafayette,MS,0.004373
North Carolina,37029,437.3,385.5,494.5,54,stable,2.8,-17.2,27.7,Camden,NC,0.004373
Arkansas,05137,437.3,394.2,484.4,90,stable,0.7,-8.1,10.4,Stone,AR,0.004373
Washington,53025,437.1,418.0,456.9,408,stable,-1.4,-6.2,3.6,Grant,WA,0.004371
North Carolina,37195,437.1,418.6,456.2,443,stable,-1.0,-9.1,7.8,Wilson,NC,0.004371
California,06097,437.1,429.5,444.7,2790,stable,-1.0,-2.7,0.8,Sonoma,CA,0.004371
Missouri,29017,436.7,391.1,486.6,72,stable,0.2,-17.1,21.2,Bollinger,MO,0.004367
West Virginia,54075,436.7,386.5,492.7,61,stable,-0.8,-14.4,14.9,Pocahontas,WV,0.004367
Florida,12117,436.7,428.4,445.1,2220,stable,-1.2,-7.2,5.1,Seminole,FL,0.004367
Montana,30077,436.7,378.0,503.0,42,rising,7.2,2.0,12.8,Powell,MT,0.004367
Ohio,39055,436.7,419.8,454.2,553,stable,2.5,-1.3,6.4,Geauga,OH,0.004367
Washington,53071,436.6,414.7,459.4,320,stable,-1.7,-6.6,3.4,Walla Walla,WA,0.004366
Mississippi,28119,436.6,377.6,502.7,41,stable,-3.3,-19.0,15.4,Quitman,MS,0.004366
Iowa,19017,436.6,403.5,471.8,139,stable,-0.4,-0.9,0.1,Bremer,IA,0.004366
Nebraska,31173,436.4,365.7,516.6,28,stable,-2.9,-17.4,14.0,Thurston,NE,0.004364
Iowa,19173,436.4,373.2,508.0,40,stable,0.1,-0.7,1.0,Taylor,IA,0.004364
Texas,48441,436.4,420.9,452.3,620,stable,-0.3,-6.5,6.2,Taylor,TX,0.004364
Ohio,39039,436.3,409.7,464.3,212,stable,-0.7,-10.9,10.6,Defiance,OH,0.004363
Alabama,01023,436.2,393.6,482.7,85,stable,1.5,-8.3,12.3,Choctaw,AL,0.0043619999999999996
Georgia,13087,436.1,404.3,469.8,144,stable,-0.1,-0.9,0.8,Decatur,GA,0.004361
Florida,12119,436.0,420.5,452.1,1320,falling,-5.4,-7.5,-3.2,Sumter,FL,0.00436
West Virginia,54083,436.0,406.6,467.1,177,stable,3.4,-8.5,16.8,Randolph,WV,0.00436
Missouri,29147,436.0,398.0,476.7,103,stable,-1.3,-15.7,15.6,Nodaway,MO,0.00436
South Carolina,45053,435.9,403.3,470.7,143,stable,1.2,-7.8,11.1,Jasper,SC,0.004359
Texas,48139,435.8,421.1,451.0,701,stable,0.7,-3.7,5.2,Ellis,TX,0.004358
Iowa,19089,435.8,383.2,494.0,55,stable,0.0,-0.8,0.9,Howard,IA,0.004358
Alabama,01111,435.7,402.3,471.4,135,stable,-3.9,-11.3,4.2,Randolph,AL,0.004357
Kentucky,21091,435.7,379.9,497.9,46,stable,1.4,-0.7,3.5,Hancock,KY,0.004357
Vermont,50017,435.7,405.4,467.9,170,stable,2.1,-10.9,17.0,Orange,VT,0.004357
Colorado,08043,435.6,412.8,459.5,292,stable,-2.3,-10.4,6.5,Fremont,CO,0.0043560000000000005
Texas,48401,435.6,412.5,459.7,277,stable,3.1,-3.1,9.8,Rusk,TX,0.0043560000000000005
Pennsylvania,42061,435.5,411.9,460.2,270,stable,3.8,-3.6,11.9,Huntingdon,PA,0.004355
Massachusetts,25025,435.3,428.4,442.3,3149,falling,-3.5,-4.4,-2.6,Suffolk,MA,0.004353
Pennsylvania,42063,435.2,417.1,453.9,476,stable,0.5,-2.9,4.1,Indiana,PA,0.004352
Nebraska,31033,435.1,382.8,492.8,54,stable,-4.4,-13.8,6.0,Cheyenne,NE,0.004351
Maine,23023,435.0,408.7,462.7,221,falling,-8.0,-12.5,-3.2,Sagadahoc,ME,0.00435
Texas,48111,435.0,362.6,517.1,27,stable,-8.7,-22.1,7.0,Dallam,TX,0.00435
Vermont,50005,435.0,405.6,466.0,180,stable,-2.1,-5.0,1.0,Caledonia,VT,0.00435
California,06005,434.9,410.6,460.7,276,falling,-1.2,-1.9,-0.4,Amador,CA,0.004349
Mississippi,28003,434.9,408.0,463.3,203,stable,2.6,-1.6,7.1,Alcorn,MS,0.004349
Arkansas,05099,434.9,381.8,493.9,53,stable,5.1,-5.8,17.2,Nevada,AR,0.004349
Wyoming,56009,434.8,389.9,483.6,73,stable,0.5,-6.3,7.9,Converse,WY,0.004348
Texas,48199,434.8,412.1,458.5,287,stable,2.4,-1.4,6.2,Hardin,TX,0.004348
California,06067,434.6,429.9,439.4,6759,falling,-1.8,-2.5,-1.1,Sacramento,CA,0.004346
Idaho,16021,434.6,388.4,485.3,72,stable,-0.3,-2.1,1.6,Boundary,ID,0.004346
Nebraska,31015,434.6,339.6,555.2,17,stable,-1.4,-28.4,35.9,Boyd,NE,0.004346
Nebraska,31095,434.5,378.8,497.2,50,stable,-2.6,-18.3,16.2,Jefferson,NE,0.004345
Nebraska,31139,434.5,374.6,501.9,41,stable,-6.4,-21.2,11.1,Pierce,NE,0.004345
North Carolina,37115,434.5,400.9,470.4,134,stable,3.2,-6.5,14.0,Madison,NC,0.004345
Michigan,26009,434.5,402.9,468.3,166,stable,2.1,-14.0,21.3,Antrim,MI,0.004345
Ohio,39099,434.5,424.0,445.2,1424,stable,0.0,-5.2,5.6,Mahoning,OH,0.004345
Illinois,17077,434.4,410.5,459.5,262,stable,1.3,-4.8,7.7,Jackson,IL,0.004344
Michigan,26141,434.4,392.9,480.0,105,stable,-0.9,-5.6,4.1,Presque Isle,MI,0.004344
Georgia,13085,434.4,399.7,471.5,131,stable,-1.1,-2.5,0.4,Dawson,GA,0.004344
Georgia,13165,434.4,378.9,496.0,46,stable,-1.5,-3.0,0.0,Jenkins,GA,0.004344
Texas,48287,434.4,395.0,476.8,94,stable,3.1,-10.6,18.8,Lee,TX,0.004344
