Site Name,Site Score,State,normalized_county,Status,Latitude,Longitude
"C & R Battery Co., Inc.",46.44,Virginia,Chesterfield,NPL Site,37.418,-77.415
Greenwood Chemical Co.,53.17,Virginia,Albemarle,NPL Site,38.044719,-78.786389
Hamilton/Labree Roads Ground Water Contamination,37.65,Washington,Lewis,NPL Site,46.623472,-122.93305600000001
"H & H Inc., Burn Pit",33.71,Virginia,Hanover,NPL Site,37.7243,-77.5857
Lower Duwamish Waterway,50.0,Washington,King,NPL Site,47.510081,-122.29285
Abex Corp.,36.53,Virginia,Portsmouth City,NPL Site,36.8265,-76.3045
"Arrowhead Associates, Inc./Scovill Corp.",37.15,Virginia,Westmoreland,NPL Site,38.086669,-76.791111
Naval Weapons Station - Yorktown,50.0,Virginia,York,NPL Site,37.245833000000005,-76.588889
Naval Surface Warfare - Dahlgren,50.03,Virginia,King George,NPL Site,38.326667,-77.026944
Langley Air Force Base/NASA Langley Research Center,50.0,Virginia,Hampton City,NPL Site,37.069998999999996,-76.358611
Marine Corps Combat Development Command,50.0,Virginia,Prince William,NPL Site,38.521667,-77.29
Fort Eustis (US Army),50.0,Virginia,Newport News City,NPL Site,37.105,-76.568332
Norfolk Naval Base (Sewells Point Naval Complex),50.0,Virginia,Norfolk City,NPL Site,36.940278,-76.300278
Norfolk Naval Shipyard,50.0,Virginia,Portsmouth City,NPL Site,36.821944,-76.294722
Naval Amphibious Base Little Creek,50.0,Virginia,Virginia Beach City,NPL Site,36.906110999999996,-76.147778
Former Nansemond Ordnance Depot,70.71,Virginia,Suffolk City,NPL Site,36.899722,-76.434722
Kim-Stan Landfill,50.0,Virginia,Alleghany,NPL Site,37.800278000000006,-79.86166700000001
Naval Weapons Station Yorktown - Cheatham Annex,49.27,Virginia,York,NPL Site,37.284721999999995,-76.6075
St. Juliens Creek Annex (U.S. Navy),50.0,Virginia,Chesapeake City,NPL Site,36.794167,-76.31222199999999
Buckingham County Landfill,40.7,Virginia,Buckingham,NPL Site,37.514169,-78.516669
"Culpeper Wood Preservers, Inc.",45.91,Virginia,Culpeper,NPL Site,38.483331,-77.96
Hidden Lane Landfill,50.0,Virginia,Loudoun,NPL Site,39.056131,-77.424175
Peck Iron and Metal,48.52,Virginia,Portsmouth City,NPL Site,36.809464,-76.30882199999999
Tutu Wellfield,50.0,Virgin Islands,St. Thomas,NPL Site,18.341667,-64.885
Old Springfield Landfill,34.79,Vermont,Windsor,NPL Site,43.272781,-72.466669
Pine Street Canal,0.0,Vermont,Chittenden,NPL Site,44.466669,-73.21806099999999
Parker Sanitary Landfill,52.29,Vermont,Caledonia,NPL Site,44.518611,-71.989439
Burgess Brothers Landfill,52.58,Vermont,Bennington,NPL Site,42.878060999999995,-73.150139
BFI Sanitary Landfill (Rockingham),41.92,Vermont,Windham,NPL Site,43.226389000000005,-72.439719
Bennington Municipal Sanitary Landfill,49.07,Vermont,Bennington,NPL Site,42.922219,-73.197781
Pownal Tannery,50.0,Vermont,Bennington,NPL Site,42.797167,-73.26575
Elizabeth Mine,50.0,Vermont,Orange,NPL Site,43.823889,-72.328889
Ely Copper Mine,50.0,Vermont,Orange,NPL Site,43.927446999999994,-72.28550600000001
Pike Hill Copper Mine,50.0,Vermont,Orange,NPL Site,44.057333,-72.306917
Commerce Street Plume,48.48,Vermont,Chittenden,NPL Site,44.452583000000004,-73.12138900000001
"Jard Company, Inc.",58.31,Vermont,Bennington,NPL Site,42.888861,-73.189111
Colbert Landfill,41.59,Washington,Spokane,NPL Site,47.861669,-117.3483
"Commencement Bay, Near Shore/Tide Flats",42.2,Washington,Pierce,NPL Site,47.266667,-122.41666699999999
"Commencement Bay, South Tacoma Channel",54.63,Washington,Pierce,NPL Site,47.229439,-122.4714
FMC Corp. (Yakima),38.8,Washington,Yakima,NPL Site,46.566669,-120.4933
Harbor Island (Lead),34.6,Washington,King,NPL Site,47.5794,-122.3522
Kaiser Aluminum (Mead Works),38.07,Washington,Spokane,NPL Site,47.755,-117.3767
Lakewood,42.49,Washington,Pierce,NPL Site,47.143409999999996,-122.51295
Queen City Farms,34.38,Washington,King,NPL Site,47.45,-122.0417
"Western Processing Co., Inc.",58.63,Washington,King,NPL Site,47.425,-122.2417
American Lake Gardens/McChord AFB,28.9,Washington,Pierce,NPL Site,47.125,-122.5267
Greenacres Landfill,28.9,Washington,Spokane,NPL Site,47.6627,-117.1169
Bangor Ordnance Disposal (USNAVY),30.42,Washington,Kitsap,NPL Site,47.764719,-122.7008
Mica Landfill,34.64,Washington,Spokane,NPL Site,47.579169,-117.2111
Midway Landfill,54.27,Washington,King,NPL Site,47.38,-122.2933
Northside Landfill,28.9,Washington,Spokane,NPL Site,47.7275,-117.4828
Wyckoff Co./Eagle Harbor,32.55,Washington,Kitsap,NPL Site,47.621669,-122.5167
"Naval Air Station, Whidbey Island (Ault Field)",47.58,Washington,Island,NPL Site,48.344219,-122.6637
Hidden Valley Landfill (Thun Field),37.93,Washington,Pierce,NPL Site,47.095,-122.2878
Naval Undersea Warfare Station (4 Areas),33.6,Washington,Kitsap,NPL Site,47.6946,-122.62200000000001
Fairchild Air Force Base (4 Waste Areas),31.98,Washington,Spokane,NPL Site,47.628331,-117.6462
Seattle Municipal Landfill (Kent Highlands),52.19,Washington,King,NPL Site,47.391669,-122.2792
Pacific Car & Foundry Co.,42.33,Washington,King,NPL Site,47.488889,-122.1964
Quendall Terminals,50.0,Washington,King,NPL Site,47.533333,-122.2
Lockheed West Seattle,50.0,Washington,King,NPL Site,47.583889,-122.3625
Bremerton Gasworks,50.0,Washington,Kitsap,NPL Site,47.578544,-122.64213600000001
Makah Reservation Warmhouse Beach Dump,50.0,Washington,Clallam,NPL Site,48.388353,-124.65671100000002
Grain Handling Facility at Freeman,50.0,Washington,Spokane,NPL Site,47.519528,-117.19429699999999
City Disposal Corp. Landfill,36.84,Wisconsin,Dane,NPL Site,42.946389,-89.356939
Delavan Municipal Well #4,28.9,Wisconsin,Walworth,NPL Site,42.631669,-88.623889
Hagen Farm,32.06,Wisconsin,Dane,NPL Site,42.9089,-89.1832
Hunts Disposal Landfill,31.02,Wisconsin,Racine,NPL Site,42.835,-87.88
Janesville Ash Beds,57.9,Wisconsin,Rock,NPL Site,42.703061,-89.0275
Janesville Old Landfill,57.93,Wisconsin,Rock,NPL Site,42.702781,-89.023611
Kohler Co. Landfill,42.93,Wisconsin,Sheboygan,NPL Site,43.7375,-87.763889
Lauer I Sanitary Landfill,42.69,Wisconsin,Waukesha,NPL Site,43.181389,-88.06666899999999
Lemberger Transport & Recycling,34.58,Wisconsin,Manitowoc,NPL Site,44.1655,-87.8448
Master Disposal Service Landfill,47.49,Wisconsin,Waukesha,NPL Site,43.092781,-88.163331
"Mid-State Disposal, Inc. Landfill",35.23,Wisconsin,Marathon,NPL Site,44.848331,-90.04
"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",32.14,Wisconsin,Milwaukee,NPL Site,43.1772,-88.0417
Muskego Sanitary Landfill,51.91,Wisconsin,Waukesha,NPL Site,42.8929,-88.1829
"Oconomowoc Electroplating Co., Inc.",31.86,Wisconsin,Dodge,NPL Site,43.2141,-88.5221
Onalaska Municipal Landfill,42.47,Wisconsin,La Crosse,NPL Site,43.9573,-91.3382
Schmalz Dump,48.92,Wisconsin,Calumet,NPL Site,44.21,-88.39666899999999
"Scrap Processing Co., Inc.",34.24,Wisconsin,Taylor,NPL Site,45.1456,-90.3529
"National Presto Industries, Inc.",42.39,Wisconsin,Chippewa,NPL Site,44.8601,-91.45200000000001
Stoughton City Landfill,35.79,Wisconsin,Dane,NPL Site,42.923889,-89.206389
"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",28.9,Wisconsin,Waukesha,NPL Site,43.048169,-88.148111
Wausau Ground Water Contamination,28.91,Wisconsin,Marathon,NPL Site,44.9773,-89.6292
Sheboygan Harbor & River,33.79,Wisconsin,Sheboygan,NPL Site,43.749444,-87.70075
"Lemberger Landfill, Inc.",34.07,Wisconsin,Manitowoc,NPL Site,44.173331,-87.841669
Tomah Municipal Sanitary Landfill,45.91,Wisconsin,Monroe,NPL Site,43.9944,-90.522
Algoma Municipal Landfill,39.99,Wisconsin,Kewaunee,NPL Site,44.597,-87.4912
Hechimovich Sanitary Landfill,47.91,Wisconsin,Dodge,NPL Site,43.459531,-88.554139
"N.W. Mauthe Co., Inc.",0.0,Wisconsin,Outagamie,NPL Site,44.25555,-88.43
Sauk County Landfill,34.21,Wisconsin,Sauk,NPL Site,43.5145,-89.8775
Spickler Landfill,44.24,Wisconsin,Marathon,NPL Site,44.689689,-90.26561099999999
Madison Metropolitan Sewerage District Lagoons,32.65,Wisconsin,Dane,NPL Site,43.034310999999995,-89.346281
Better Brite Plating Chrome & Zinc Shops,48.91,Wisconsin,Brown,NPL Site,44.438061,-88.0755
Refuse Hideaway Landfill,34.67,Wisconsin,Dane,NPL Site,43.086110999999995,-89.584722
Penta Wood Products,50.0,Wisconsin,Burnett,NPL Site,45.784508,-92.43120400000001
Ashland/Northern States Power Lakefront,50.0,Wisconsin,Ashland,NPL Site,46.595971999999996,-90.883333
Amcast Industrial Corporation,46.86,Wisconsin,Ozaukee,NPL Site,43.288444,-87.982056
"Fike Chemical, Inc.",36.3,West Virginia,Putnam,NPL Site,38.426669,-81.8425
West Virginia Ordnance (USARMY),0.0,West Virginia,Mason,NPL Site,38.926389,-82.076389
Allegany Ballistics Laboratory (USNAVY),50.0,West Virginia,Mineral,NPL Site,39.560972,-78.843611
Sharon Steel Corp (Fairmont Coke Works),57.08,West Virginia,Marion,NPL Site,39.493611,-80.11444399999999
Hanlin-Allied-Olin,53.98,West Virginia,Marshall,NPL Site,39.906667,-80.801389
Vienna Tetrachloroethene,50.0,West Virginia,Wood,NPL Site,39.325167,-81.548778
Big John Salvage - Hoult Road,48.57,West Virginia,Marion,NPL Site,39.497222,-80.123056
Ravenswood PCE Ground Water Plume,50.0,West Virginia,Jackson,NPL Site,38.951667,-81.761667
North 25th Street Glass and Zinc,48.03,West Virginia,Harrison,NPL Site,39.297053000000005,-80.357433
Shaffer Equipment/Arbuckle Creek Area,50.54,West Virginia,Fayette,NPL Site,37.97651,-81.1265
F.E. Warren Air Force Base,39.23,Wyoming,Laramie,NPL Site,41.156669,-104.8622
